id_devolucion,id_producto,id_tienda,fecha,unidades_devueltas,motivo
DEVP0761,SKU00288,T09,2025-04-27,2,Error de picking
DEVP0762,SKU00288,T26,2025-08-24,1,Producto dañado en logistica
DEVP0763,SKU00288,T06,2025-10-27,2,Producto sin rotacion / no vendido
DEVP0764,SKU00288,T12,2025-11-27,4,Producto sin rotacion / no vendido
DEVP0765,SKU00289,T01,2023-03-13,1,Defecto de fabricacion
DEVP0766,SKU00289,T26,2025-10-08,1,Producto sin rotacion / no vendido
DEVP0767,SKU00289,T22,2022-09-19,1,Producto sin rotacion / no vendido
DEVP0768,SKU00289,T19,2025-08-25,2,Devolucion de cliente (cambio)
DEVP0769,SKU00289,T03,2023-06-03,2,Producto dañado en logistica
DEVP0770,SKU00289,T11,2024-05-19,2,Producto sin rotacion / no vendido
DEVP0771,SKU00289,T23,2023-04-05,1,Producto dañado en logistica
DEVP0772,SKU00289,T15,2022-06-14,2,Defecto de fabricacion
DEVP0773,SKU00289,T10,2022-08-03,3,Producto dañado en logistica
DEVP0774,SKU00291,T25,2025-04-03,5,Devolucion de cliente (cambio)
DEVP0775,SKU00291,T28,2024-10-11,4,Producto dañado en logistica
DEVP0776,SKU00291,T15,2025-05-04,2,Devolucion de cliente (cambio)
DEVP0777,SKU00291,T16,2024-01-06,3,Producto sin rotacion / no vendido
DEVP0778,SKU00295,T06,2025-02-19,7,Producto dañado en logistica
DEVP0779,SKU00296,T26,2023-12-16,22,Error de picking
DEVP0780,SKU00296,T07,2022-08-28,14,Producto dañado en logistica
DEVP0781,SKU00296,T04,2024-06-20,14,Error de picking
DEVP0782,SKU00296,T24,2024-10-22,20,Error de picking
DEVP0783,SKU00296,T24,2025-10-09,20,Producto dañado en logistica
DEVP0784,SKU00297,T24,2024-03-23,4,Error de picking
DEVP0785,SKU00297,T10,2025-10-07,2,Error de picking
DEVP0786,SKU00298,T11,2024-12-13,6,Producto sin rotacion / no vendido
DEVP0787,SKU00298,T03,2023-11-22,4,Producto sin rotacion / no vendido
DEVP0788,SKU00298,T18,2024-06-24,5,Devolucion de cliente (cambio)
DEVP0789,SKU00298,T24,2023-10-26,8,Error de picking
DEVP0790,SKU00298,T24,2025-11-18,1,Devolucion de cliente (cambio)
DEVP0791,SKU00299,T23,2025-07-10,1,Producto sin rotacion / no vendido
DEVP0792,SKU00299,T12,2025-08-20,1,Devolucion de cliente (cambio)
DEVP0793,SKU00300,T14,2025-07-08,1,Error de picking
DEVP0794,SKU00301,T25,2024-05-11,3,Producto sin rotacion / no vendido
DEVP0795,SKU00301,T26,2023-09-24,3,Producto dañado en logistica
DEVP0796,SKU00302,T18,2025-06-28,6,Defecto de fabricacion
DEVP0797,SKU00302,T17,2025-02-20,5,Devolucion de cliente (cambio)
DEVP0798,SKU00302,T13,2024-11-03,4,Devolucion de cliente (cambio)
DEVP0799,SKU00303,T12,2023-02-13,1,Defecto de fabricacion
DEVP0800,SKU00303,T11,2023-01-19,2,Producto dañado en logistica
DEVP0801,SKU00305,T04,2025-05-28,1,Error de picking
DEVP0802,SKU00306,T19,2023-10-24,2,Devolucion de cliente (cambio)
DEVP0803,SKU00306,T16,2023-12-21,7,Devolucion de cliente (cambio)
DEVP0804,SKU00307,T21,2024-06-03,1,Producto sin rotacion / no vendido
DEVP0805,SKU00307,T18,2023-09-28,2,Producto dañado en logistica
DEVP0806,SKU00307,T26,2023-01-23,2,Error de picking
DEVP0807,SKU00307,T03,2024-01-06,1,Devolucion de cliente (cambio)
DEVP0808,SKU00307,T03,2024-06-22,2,Error de picking
DEVP0809,SKU00307,T24,2023-04-17,2,Producto dañado en logistica
DEVP0810,SKU00307,T17,2022-10-22,3,Error de picking
DEVP0811,SKU00307,T02,2024-04-21,1,Producto sin rotacion / no vendido
DEVP0812,SKU00308,T21,2025-09-16,10,Producto sin rotacion / no vendido
DEVP0813,SKU00308,T01,2025-05-21,7,Defecto de fabricacion
DEVP0814,SKU00309,T06,2023-11-15,4,Devolucion de cliente (cambio)
DEVP0815,SKU00309,T23,2023-03-10,5,Defecto de fabricacion
DEVP0816,SKU00309,T28,2022-10-06,4,Producto sin rotacion / no vendido
DEVP0817,SKU00309,T28,2024-03-15,2,Error de picking
DEVP0818,SKU00309,T02,2023-07-11,3,Producto sin rotacion / no vendido
DEVP0819,SKU00309,T02,2023-11-25,6,Devolucion de cliente (cambio)
DEVP0820,SKU00309,T11,2023-01-28,1,Error de picking
DEVP0821,SKU00311,T27,2023-12-23,3,Error de picking
DEVP0822,SKU00311,T02,2023-03-07,3,Defecto de fabricacion
DEVP0823,SKU00311,T28,2022-09-28,4,Defecto de fabricacion
DEVP0824,SKU00311,T01,2023-01-28,5,Producto sin rotacion / no vendido
DEVP0825,SKU00311,T04,2025-08-09,6,Devolucion de cliente (cambio)
DEVP0826,SKU00311,T15,2022-03-04,3,Error de picking
DEVP0827,SKU00311,T15,2024-02-23,2,Error de picking
DEVP0828,SKU00311,T21,2023-11-12,5,Producto dañado en logistica
DEVP0829,SKU00312,T02,2024-08-08,3,Producto dañado en logistica
DEVP0830,SKU00312,T13,2024-07-17,1,Error de picking
DEVP0831,SKU00312,T12,2025-07-25,2,Producto dañado en logistica
DEVP0832,SKU00313,T01,2022-12-19,10,Producto dañado en logistica
DEVP0833,SKU00313,T02,2023-10-03,6,Devolucion de cliente (cambio)
DEVP0834,SKU00313,T10,2023-04-23,6,Producto dañado en logistica
DEVP0835,SKU00313,T24,2024-08-20,6,Producto sin rotacion / no vendido
DEVP0836,SKU00313,T08,2023-09-04,12,Producto dañado en logistica
DEVP0837,SKU00314,T20,2024-11-08,17,Producto sin rotacion / no vendido
DEVP0838,SKU00314,T13,2025-04-14,9,Devolucion de cliente (cambio)
DEVP0839,SKU00316,T14,2025-05-13,1,Producto dañado en logistica
DEVP0840,SKU00316,T01,2025-03-09,1,Defecto de fabricacion
DEVP0841,SKU00316,T10,2024-08-03,1,Error de picking
DEVP0842,SKU00316,T15,2024-06-21,1,Producto dañado en logistica
DEVP0843,SKU00316,T06,2024-06-15,2,Devolucion de cliente (cambio)
DEVP0844,SKU00317,T10,2022-09-22,4,Error de picking
DEVP0845,SKU00317,T17,2022-10-03,4,Error de picking
DEVP0846,SKU00317,T06,2025-04-11,3,Producto sin rotacion / no vendido
DEVP0847,SKU00317,T25,2023-03-24,1,Defecto de fabricacion
DEVP0848,SKU00317,T25,2025-10-11,4,Producto dañado en logistica
DEVP0849,SKU00319,T14,2024-08-12,2,Defecto de fabricacion
DEVP0850,SKU00319,T10,2024-01-08,3,Error de picking
DEVP0851,SKU00320,T12,2023-04-22,6,Defecto de fabricacion
DEVP0852,SKU00321,T22,2022-11-28,3,Producto dañado en logistica
DEVP0853,SKU00321,T13,2025-08-09,3,Producto dañado en logistica
DEVP0854,SKU00321,T07,2023-05-06,3,Producto sin rotacion / no vendido
DEVP0855,SKU00321,T09,2024-09-05,3,Devolucion de cliente (cambio)
DEVP0856,SKU00321,T21,2024-01-03,4,Producto dañado en logistica
DEVP0857,SKU00321,T17,2025-05-10,5,Error de picking
DEVP0858,SKU00321,T08,2024-01-05,6,Devolucion de cliente (cambio)
DEVP0859,SKU00322,T10,2024-01-07,7,Error de picking
DEVP0860,SKU00322,T23,2025-08-28,4,Producto dañado en logistica
DEVP0861,SKU00323,T12,2024-01-02,4,Producto dañado en logistica
DEVP0862,SKU00323,T14,2025-01-07,1,Producto sin rotacion / no vendido
DEVP0863,SKU00323,T24,2023-11-09,3,Defecto de fabricacion
DEVP0864,SKU00324,T07,2025-08-16,2,Producto sin rotacion / no vendido
DEVP0865,SKU00324,T24,2025-04-06,3,Defecto de fabricacion
DEVP0866,SKU00324,T11,2024-03-04,2,Producto sin rotacion / no vendido
DEVP0867,SKU00324,T28,2023-07-21,2,Producto sin rotacion / no vendido
DEVP0868,SKU00324,T19,2024-06-07,1,Producto dañado en logistica
DEVP0869,SKU00324,T19,2025-02-07,5,Error de picking
DEVP0870,SKU00324,T05,2023-09-27,1,Error de picking
DEVP0871,SKU00325,T20,2024-08-10,3,Error de picking
DEVP0872,SKU00325,T20,2025-12-19,2,Devolucion de cliente (cambio)
DEVP0873,SKU00325,T13,2024-02-28,6,Producto dañado en logistica
DEVP0874,SKU00325,T26,2024-09-19,2,Defecto de fabricacion
DEVP0875,SKU00327,T17,2025-05-09,7,Devolucion de cliente (cambio)
DEVP0876,SKU00327,T02,2024-06-08,8,Producto dañado en logistica
DEVP0877,SKU00327,T02,2025-04-10,4,Producto sin rotacion / no vendido
DEVP0878,SKU00327,T02,2025-06-18,9,Error de picking
DEVP0879,SKU00327,T18,2023-05-28,7,Producto dañado en logistica
DEVP0880,SKU00328,T05,2024-06-10,3,Error de picking
DEVP0881,SKU00328,T11,2024-12-13,3,Producto dañado en logistica
DEVP0882,SKU00328,T21,2025-02-28,5,Defecto de fabricacion
DEVP0883,SKU00329,T20,2024-07-16,2,Devolucion de cliente (cambio)
DEVP0884,SKU00329,T16,2024-10-04,6,Defecto de fabricacion
DEVP0885,SKU00331,T14,2024-07-11,1,Devolucion de cliente (cambio)
DEVP0886,SKU00331,T19,2024-09-14,1,Defecto de fabricacion
DEVP0887,SKU00331,T19,2025-05-04,1,Producto sin rotacion / no vendido
DEVP0888,SKU00331,T19,2025-12-28,1,Producto sin rotacion / no vendido
DEVP0889,SKU00332,T28,2025-02-04,2,Producto dañado en logistica
DEVP0890,SKU00333,T09,2024-06-10,6,Producto sin rotacion / no vendido
DEVP0891,SKU00333,T18,2025-11-16,3,Devolucion de cliente (cambio)
DEVP0892,SKU00334,T08,2024-09-11,13,Error de picking
DEVP0893,SKU00335,T03,2025-10-09,1,Producto sin rotacion / no vendido
DEVP0894,SKU00337,T26,2023-05-21,5,Producto sin rotacion / no vendido
DEVP0895,SKU00337,T26,2023-09-20,3,Producto dañado en logistica
DEVP0896,SKU00337,T04,2023-07-10,9,Error de picking
DEVP0897,SKU00337,T13,2024-02-15,6,Producto dañado en logistica
DEVP0898,SKU00337,T13,2024-08-19,3,Producto dañado en logistica
DEVP0899,SKU00337,T09,2025-07-19,6,Devolucion de cliente (cambio)
DEVP0900,SKU00337,T24,2024-03-04,4,Devolucion de cliente (cambio)
DEVP0901,SKU00337,T12,2025-09-11,6,Error de picking
DEVP0902,SKU00337,T22,2025-08-05,3,Devolucion de cliente (cambio)
DEVP0903,SKU00338,T21,2025-03-11,3,Devolucion de cliente (cambio)
DEVP0904,SKU00338,T21,2025-05-06,4,Devolucion de cliente (cambio)
DEVP0905,SKU00340,T05,2023-01-28,12,Defecto de fabricacion
DEVP0906,SKU00340,T26,2024-10-10,13,Devolucion de cliente (cambio)
DEVP0907,SKU00340,T07,2023-04-25,19,Error de picking
DEVP0908,SKU00340,T13,2024-11-12,16,Devolucion de cliente (cambio)
DEVP0909,SKU00341,T17,2025-10-10,7,Producto sin rotacion / no vendido
DEVP0910,SKU00343,T12,2025-12-05,3,Defecto de fabricacion
DEVP0911,SKU00343,T03,2025-03-21,7,Devolucion de cliente (cambio)
DEVP0912,SKU00343,T05,2023-09-27,2,Producto sin rotacion / no vendido
DEVP0913,SKU00343,T01,2023-10-23,2,Error de picking
DEVP0914,SKU00343,T27,2024-12-05,1,Devolucion de cliente (cambio)
DEVP0915,SKU00343,T27,2025-02-13,6,Defecto de fabricacion
DEVP0916,SKU00343,T20,2025-09-24,1,Producto sin rotacion / no vendido
DEVP0917,SKU00343,T08,2024-12-27,2,Devolucion de cliente (cambio)
DEVP0918,SKU00343,T26,2023-03-27,1,Producto sin rotacion / no vendido
DEVP0919,SKU00344,T07,2025-03-11,17,Producto dañado en logistica
DEVP0920,SKU00344,T20,2025-07-28,16,Error de picking
DEVP0921,SKU00344,T20,2025-09-14,14,Producto sin rotacion / no vendido
DEVP0922,SKU00344,T22,2025-05-02,14,Producto dañado en logistica
DEVP0923,SKU00347,T10,2025-04-03,1,Defecto de fabricacion
DEVP0924,SKU00347,T20,2025-09-08,1,Producto sin rotacion / no vendido
DEVP0925,SKU00348,T25,2025-04-28,2,Producto sin rotacion / no vendido
DEVP0926,SKU00348,T15,2023-12-04,4,Devolucion de cliente (cambio)
DEVP0927,SKU00348,T16,2023-09-28,3,Devolucion de cliente (cambio)
DEVP0928,SKU00348,T16,2023-11-12,6,Error de picking
DEVP0929,SKU00348,T16,2025-04-21,6,Error de picking
DEVP0930,SKU00348,T24,2023-09-03,6,Devolucion de cliente (cambio)
DEVP0931,SKU00350,T21,2025-11-17,2,Producto dañado en logistica
DEVP0932,SKU00350,T18,2023-01-06,1,Devolucion de cliente (cambio)
DEVP0933,SKU00350,T18,2023-09-02,1,Producto sin rotacion / no vendido
DEVP0934,SKU00350,T03,2023-02-22,4,Devolucion de cliente (cambio)
DEVP0935,SKU00351,T22,2024-07-05,2,Producto dañado en logistica
DEVP0936,SKU00351,T06,2022-10-05,2,Producto sin rotacion / no vendido
DEVP0937,SKU00351,T06,2023-04-02,4,Producto sin rotacion / no vendido
DEVP0938,SKU00351,T09,2025-03-04,6,Producto sin rotacion / no vendido
DEVP0939,SKU00351,T01,2025-12-13,3,Producto sin rotacion / no vendido
DEVP0940,SKU00351,T25,2024-09-11,2,Producto dañado en logistica
DEVP0941,SKU00351,T17,2024-01-09,6,Devolucion de cliente (cambio)
DEVP0942,SKU00351,T14,2025-04-16,9,Defecto de fabricacion
DEVP0943,SKU00352,T06,2025-09-21,5,Error de picking
DEVP0944,SKU00352,T28,2025-09-12,4,Producto dañado en logistica
DEVP0945,SKU00354,T13,2023-01-20,3,Devolucion de cliente (cambio)
DEVP0946,SKU00354,T19,2024-12-07,8,Producto dañado en logistica
DEVP0947,SKU00354,T04,2025-11-20,12,Producto sin rotacion / no vendido
DEVP0948,SKU00354,T27,2023-06-10,4,Devolucion de cliente (cambio)
DEVP0949,SKU00354,T07,2024-03-10,5,Producto sin rotacion / no vendido
DEVP0950,SKU00355,T08,2025-04-28,1,Devolucion de cliente (cambio)
DEVP0951,SKU00355,T03,2024-11-26,2,Error de picking
DEVP0952,SKU00356,T22,2024-12-21,4,Producto sin rotacion / no vendido
DEVP0953,SKU00356,T12,2025-02-26,2,Producto dañado en logistica
DEVP0954,SKU00357,T11,2024-11-24,2,Producto dañado en logistica
DEVP0955,SKU00357,T11,2025-09-03,1,Producto dañado en logistica
DEVP0956,SKU00358,T05,2025-08-07,1,Defecto de fabricacion
DEVP0957,SKU00358,T09,2024-12-23,4,Producto sin rotacion / no vendido
DEVP0958,SKU00358,T13,2025-05-07,1,Producto dañado en logistica
DEVP0959,SKU00359,T25,2023-12-26,2,Defecto de fabricacion
DEVP0960,SKU00359,T25,2024-04-05,1,Producto sin rotacion / no vendido
DEVP0961,SKU00359,T20,2024-04-09,1,Producto dañado en logistica
DEVP0962,SKU00359,T20,2025-05-23,1,Producto dañado en logistica
DEVP0963,SKU00359,T14,2024-01-26,2,Defecto de fabricacion
DEVP0964,SKU00359,T14,2025-08-22,1,Devolucion de cliente (cambio)
DEVP0965,SKU00360,T27,2022-08-13,1,Defecto de fabricacion
DEVP0966,SKU00360,T28,2022-06-25,3,Devolucion de cliente (cambio)
DEVP0967,SKU00360,T11,2022-06-20,4,Error de picking
DEVP0968,SKU00360,T04,2022-07-12,1,Error de picking
DEVP0969,SKU00361,T18,2023-12-26,2,Producto sin rotacion / no vendido
DEVP0970,SKU00361,T12,2024-05-06,4,Producto sin rotacion / no vendido
DEVP0971,SKU00362,T20,2024-01-22,5,Defecto de fabricacion
DEVP0972,SKU00362,T24,2024-03-26,5,Defecto de fabricacion
DEVP0973,SKU00363,T06,2024-09-18,4,Defecto de fabricacion
DEVP0974,SKU00363,T06,2024-10-25,6,Producto dañado en logistica
DEVP0975,SKU00363,T16,2024-03-05,7,Producto sin rotacion / no vendido
DEVP0976,SKU00364,T18,2023-01-08,4,Devolucion de cliente (cambio)
DEVP0977,SKU00364,T18,2023-11-03,4,Producto sin rotacion / no vendido
DEVP0978,SKU00365,T07,2024-07-08,1,Producto dañado en logistica
DEVP0979,SKU00365,T26,2024-01-10,1,Error de picking
DEVP0980,SKU00365,T06,2025-04-20,1,Producto dañado en logistica
DEVP0981,SKU00365,T22,2025-08-07,1,Producto dañado en logistica
DEVP0982,SKU00366,T14,2023-08-10,2,Error de picking
DEVP0983,SKU00366,T14,2024-02-06,1,Devolucion de cliente (cambio)
DEVP0984,SKU00366,T20,2025-06-17,1,Producto dañado en logistica
DEVP0985,SKU00366,T03,2024-09-17,1,Defecto de fabricacion
DEVP0986,SKU00366,T22,2023-08-15,1,Error de picking
DEVP0987,SKU00366,T22,2025-06-17,1,Producto sin rotacion / no vendido
DEVP0988,SKU00370,T16,2022-07-14,18,Defecto de fabricacion
DEVP0989,SKU00371,T03,2025-06-18,12,Producto dañado en logistica
DEVP0990,SKU00371,T12,2025-06-26,16,Producto dañado en logistica
DEVP0991,SKU00372,T04,2024-02-02,2,Error de picking
DEVP0992,SKU00372,T16,2023-12-28,1,Defecto de fabricacion
DEVP0993,SKU00372,T16,2025-09-26,3,Error de picking
DEVP0994,SKU00372,T09,2023-10-06,3,Producto sin rotacion / no vendido
DEVP0995,SKU00372,T09,2024-09-28,3,Devolucion de cliente (cambio)
DEVP0996,SKU00372,T26,2024-04-21,3,Error de picking
DEVP0997,SKU00372,T07,2025-02-04,2,Defecto de fabricacion
DEVP0998,SKU00372,T23,2024-10-26,3,Devolucion de cliente (cambio)
DEVP0999,SKU00373,T15,2025-02-04,10,Producto dañado en logistica
DEVP1000,SKU00373,T26,2025-04-18,3,Producto dañado en logistica
DEVP1001,SKU00373,T25,2025-04-07,5,Defecto de fabricacion
DEVP1002,SKU00374,T09,2023-06-08,1,Devolucion de cliente (cambio)
DEVP1003,SKU00374,T19,2025-05-03,1,Producto sin rotacion / no vendido
DEVP1004,SKU00374,T20,2023-08-15,3,Defecto de fabricacion
DEVP1005,SKU00374,T25,2025-11-18,2,Defecto de fabricacion
DEVP1006,SKU00374,T11,2024-02-14,4,Producto sin rotacion / no vendido
DEVP1007,SKU00375,T24,2024-05-06,15,Devolucion de cliente (cambio)
DEVP1008,SKU00375,T11,2024-03-04,12,Producto sin rotacion / no vendido
DEVP1009,SKU00375,T11,2025-10-13,14,Producto sin rotacion / no vendido
DEVP1010,SKU00376,T09,2024-02-22,7,Producto sin rotacion / no vendido
DEVP1011,SKU00376,T27,2024-01-05,6,Error de picking
DEVP1012,SKU00376,T25,2024-02-20,5,Defecto de fabricacion
DEVP1013,SKU00376,T13,2025-12-26,8,Producto dañado en logistica
DEVP1014,SKU00377,T07,2023-08-05,4,Defecto de fabricacion
DEVP1015,SKU00377,T07,2024-12-28,2,Defecto de fabricacion
DEVP1016,SKU00378,T01,2025-05-24,1,Producto dañado en logistica
DEVP1017,SKU00378,T18,2025-01-03,1,Defecto de fabricacion
DEVP1018,SKU00378,T24,2025-06-26,1,Producto sin rotacion / no vendido
DEVP1019,SKU00378,T25,2024-02-28,2,Producto sin rotacion / no vendido
DEVP1020,SKU00378,T25,2025-06-07,1,Devolucion de cliente (cambio)
DEVP1021,SKU00378,T09,2024-10-17,1,Producto dañado en logistica
DEVP1022,SKU00379,T15,2024-09-07,3,Devolucion de cliente (cambio)
DEVP1023,SKU00380,T11,2025-06-17,3,Producto sin rotacion / no vendido
DEVP1024,SKU00380,T21,2023-05-18,2,Devolucion de cliente (cambio)
DEVP1025,SKU00381,T06,2024-01-14,1,Producto sin rotacion / no vendido
DEVP1026,SKU00381,T27,2024-04-07,3,Devolucion de cliente (cambio)
DEVP1027,SKU00381,T10,2025-08-25,4,Producto dañado en logistica
DEVP1028,SKU00381,T05,2025-08-13,2,Producto dañado en logistica
DEVP1029,SKU00383,T10,2024-08-26,15,Producto sin rotacion / no vendido
DEVP1030,SKU00383,T06,2023-12-04,12,Devolucion de cliente (cambio)
DEVP1031,SKU00383,T06,2025-02-09,17,Defecto de fabricacion
DEVP1032,SKU00383,T20,2023-09-19,18,Devolucion de cliente (cambio)
DEVP1033,SKU00383,T14,2023-03-05,15,Producto sin rotacion / no vendido
DEVP1034,SKU00383,T09,2024-11-26,18,Defecto de fabricacion
DEVP1035,SKU00383,T25,2022-12-19,10,Producto sin rotacion / no vendido
DEVP1036,SKU00383,T07,2022-11-17,15,Defecto de fabricacion
DEVP1037,SKU00383,T01,2023-08-06,16,Devolucion de cliente (cambio)
DEVP1038,SKU00383,T17,2024-11-02,14,Producto dañado en logistica
DEVP1039,SKU00383,T19,2024-09-16,18,Producto dañado en logistica
DEVP1040,SKU00383,T19,2025-11-21,9,Error de picking
DEVP1041,SKU00384,T23,2024-12-10,1,Producto sin rotacion / no vendido
DEVP1042,SKU00384,T05,2024-07-07,1,Defecto de fabricacion
DEVP1043,SKU00384,T09,2025-10-27,2,Error de picking
DEVP1044,SKU00384,T12,2025-05-08,2,Error de picking
DEVP1045,SKU00386,T10,2025-03-04,1,Error de picking
DEVP1046,SKU00386,T10,2025-09-27,4,Devolucion de cliente (cambio)
DEVP1047,SKU00386,T22,2025-05-09,1,Devolucion de cliente (cambio)
DEVP1048,SKU00388,T01,2025-02-26,3,Error de picking
DEVP1049,SKU00388,T10,2025-10-06,3,Error de picking
DEVP1050,SKU00389,T28,2024-11-22,9,Devolucion de cliente (cambio)
DEVP1051,SKU00389,T14,2025-09-08,6,Producto dañado en logistica
DEVP1052,SKU00389,T08,2024-04-26,5,Producto dañado en logistica
DEVP1053,SKU00389,T25,2024-05-10,9,Producto sin rotacion / no vendido
DEVP1054,SKU00391,T03,2024-08-23,1,Producto sin rotacion / no vendido
DEVP1055,SKU00393,T01,2025-08-04,5,Defecto de fabricacion
DEVP1056,SKU00394,T22,2024-11-27,2,Error de picking
DEVP1057,SKU00394,T23,2024-03-11,1,Devolucion de cliente (cambio)
DEVP1058,SKU00394,T26,2024-08-24,3,Producto dañado en logistica
DEVP1059,SKU00395,T09,2024-12-02,4,Producto dañado en logistica
DEVP1060,SKU00395,T12,2024-12-24,3,Defecto de fabricacion
DEVP1061,SKU00396,T04,2025-12-20,1,Error de picking
DEVP1062,SKU00396,T03,2025-05-21,1,Error de picking
DEVP1063,SKU00396,T12,2025-07-10,1,Defecto de fabricacion
DEVP1064,SKU00396,T24,2025-08-24,3,Defecto de fabricacion
DEVP1065,SKU00396,T28,2025-08-13,2,Producto dañado en logistica
DEVP1066,SKU00399,T17,2025-11-09,3,Devolucion de cliente (cambio)
DEVP1067,SKU00399,T25,2025-05-23,7,Defecto de fabricacion
DEVP1068,SKU00400,T21,2024-08-24,5,Defecto de fabricacion
DEVP1069,SKU00400,T28,2025-06-04,4,Defecto de fabricacion
DEVP1070,SKU00400,T05,2025-09-02,8,Defecto de fabricacion
DEVP1071,SKU00402,T04,2024-12-16,2,Error de picking
DEVP1072,SKU00402,T21,2024-12-26,3,Devolucion de cliente (cambio)
DEVP1073,SKU00403,T12,2025-10-25,5,Error de picking
DEVP1074,SKU00404,T26,2025-11-25,2,Producto sin rotacion / no vendido
DEVP1075,SKU00404,T06,2022-08-24,4,Defecto de fabricacion
DEVP1076,SKU00404,T16,2024-11-14,1,Defecto de fabricacion
DEVP1077,SKU00405,T21,2025-03-27,10,Producto sin rotacion / no vendido
DEVP1078,SKU00405,T24,2025-10-24,11,Defecto de fabricacion
DEVP1079,SKU00405,T26,2024-02-17,10,Devolucion de cliente (cambio)
DEVP1080,SKU00405,T08,2024-06-09,9,Producto sin rotacion / no vendido
DEVP1081,SKU00406,T10,2025-08-26,2,Error de picking
DEVP1082,SKU00406,T26,2025-06-16,4,Defecto de fabricacion
DEVP1083,SKU00406,T14,2024-12-22,3,Error de picking
DEVP1084,SKU00406,T07,2024-10-26,3,Producto dañado en logistica
DEVP1085,SKU00406,T08,2025-02-19,3,Producto dañado en logistica
DEVP1086,SKU00407,T15,2022-09-14,11,Producto sin rotacion / no vendido
DEVP1087,SKU00407,T15,2024-03-28,3,Devolucion de cliente (cambio)
DEVP1088,SKU00407,T09,2024-09-07,4,Defecto de fabricacion
DEVP1089,SKU00407,T19,2024-07-18,5,Producto dañado en logistica
DEVP1090,SKU00408,T03,2023-10-03,4,Defecto de fabricacion
DEVP1091,SKU00408,T07,2024-07-28,3,Devolucion de cliente (cambio)
DEVP1092,SKU00409,T23,2024-09-16,2,Devolucion de cliente (cambio)
DEVP1093,SKU00409,T13,2025-07-06,2,Defecto de fabricacion
DEVP1094,SKU00410,T24,2023-09-27,5,Devolucion de cliente (cambio)
DEVP1095,SKU00410,T17,2024-08-03,6,Producto dañado en logistica
DEVP1096,SKU00410,T14,2023-03-14,5,Producto sin rotacion / no vendido
DEVP1097,SKU00410,T16,2024-10-16,1,Producto dañado en logistica
DEVP1098,SKU00410,T11,2024-07-05,1,Defecto de fabricacion
DEVP1099,SKU00412,T04,2024-06-09,7,Producto dañado en logistica
DEVP1100,SKU00412,T12,2024-07-16,9,Producto dañado en logistica
DEVP1101,SKU00413,T02,2024-07-17,1,Producto dañado en logistica
DEVP1102,SKU00413,T08,2025-02-28,1,Devolucion de cliente (cambio)
DEVP1103,SKU00413,T27,2024-12-02,1,Error de picking
DEVP1104,SKU00413,T13,2025-04-07,1,Defecto de fabricacion
DEVP1105,SKU00413,T20,2025-04-13,2,Producto dañado en logistica
DEVP1106,SKU00413,T07,2025-03-05,3,Devolucion de cliente (cambio)
DEVP1107,SKU00415,T20,2024-06-11,4,Error de picking
DEVP1108,SKU00415,T19,2025-01-26,4,Error de picking
DEVP1109,SKU00415,T03,2025-10-26,4,Devolucion de cliente (cambio)
DEVP1110,SKU00415,T01,2024-01-23,6,Producto sin rotacion / no vendido
DEVP1111,SKU00416,T28,2024-09-22,1,Devolucion de cliente (cambio)
DEVP1112,SKU00416,T15,2025-04-10,1,Defecto de fabricacion
DEVP1113,SKU00416,T27,2023-06-06,1,Error de picking
DEVP1114,SKU00416,T19,2023-06-23,3,Producto sin rotacion / no vendido
DEVP1115,SKU00416,T19,2024-03-16,1,Producto sin rotacion / no vendido
DEVP1116,SKU00416,T23,2023-12-27,2,Producto dañado en logistica
DEVP1117,SKU00416,T01,2023-09-07,1,Defecto de fabricacion
DEVP1118,SKU00416,T26,2025-03-16,3,Devolucion de cliente (cambio)
DEVP1119,SKU00417,T03,2025-11-03,9,Producto dañado en logistica
DEVP1120,SKU00418,T03,2024-12-04,1,Error de picking
DEVP1121,SKU00418,T04,2025-05-02,2,Producto sin rotacion / no vendido
DEVP1122,SKU00418,T16,2025-07-17,1,Producto dañado en logistica
DEVP1123,SKU00419,T24,2025-09-03,1,Producto dañado en logistica
DEVP1124,SKU00419,T07,2024-10-24,1,Devolucion de cliente (cambio)
DEVP1125,SKU00420,T16,2024-12-23,5,Devolucion de cliente (cambio)
DEVP1126,SKU00420,T17,2025-08-02,5,Producto dañado en logistica
DEVP1127,SKU00420,T07,2025-10-21,3,Error de picking
DEVP1128,SKU00420,T24,2025-03-07,2,Devolucion de cliente (cambio)
DEVP1129,SKU00421,T24,2024-04-26,2,Producto dañado en logistica
DEVP1130,SKU00421,T28,2023-09-19,7,Error de picking
DEVP1131,SKU00421,T18,2023-05-11,3,Producto dañado en logistica
DEVP1132,SKU00421,T10,2024-05-12,4,Producto sin rotacion / no vendido
DEVP1133,SKU00421,T13,2023-12-14,2,Error de picking
DEVP1134,SKU00421,T20,2024-02-02,6,Devolucion de cliente (cambio)
DEVP1135,SKU00422,T15,2024-10-18,3,Devolucion de cliente (cambio)
DEVP1136,SKU00423,T14,2023-06-02,2,Producto dañado en logistica
DEVP1137,SKU00423,T21,2023-08-08,2,Error de picking
DEVP1138,SKU00424,T25,2023-07-27,1,Devolucion de cliente (cambio)
DEVP1139,SKU00424,T13,2025-10-12,2,Producto dañado en logistica
