id_producto,categoria,subcategoria,proveedor,costo_unitario,precio_lista,fecha_alta_catalogo,fecha_baja_catalogo,estado
SKU00560,Textil hogar,Acolchados,Proveedor G,3930.0,8400.0,2022-11-13,,Activo
SKU00561,Decoracion,Espejos,Proveedor G,37230.0,78100.0,2023-04-07,,Activo
SKU00562,Baño,Accesorios de baño,Proveedor C,14360.0,27400.0,2023-04-12,,Activo
SKU00563,Textil hogar,Toallas,Proveedor E,4030.0,8200.0,2023-04-09,,Activo
SKU00564,Decoracion,Espejos,Proveedor A,11670.0,21800.0,2023-05-20,,Activo
SKU00565,Baño,Cortinas de baño,Proveedor B,8060.0,14100.0,2023-05-10,,Activo
SKU00566,Cocina y mesa,Cubiertos,Proveedor A,25360.0,43100.0,2022-09-06,,Activo
SKU00567,Textil hogar,Acolchados,Proveedor H,9820.0,19700.0,2023-12-21,,Activo
SKU00568,Muebles,Racks,Proveedor J,22410.0,42300.0,2024-10-14,,Activo
SKU00569,Cocina y mesa,Cristaleria,Proveedor J,14620.0,30600.0,2023-11-21,,Activo
SKU00570,Textil hogar,Toallas,Proveedor J,24020.0,45800.0,2024-12-03,,Activo
SKU00571,Textil hogar,Sabanas,Proveedor H,21560.0,35400.0,2023-12-20,,Activo
SKU00572,Cocina y mesa,Cristaleria,Proveedor H,3270.0,6700.0,2022-08-14,,Activo
SKU00573,Muebles,Sillas,Proveedor F,44770.0,86200.0,2024-08-26,,Activo
SKU00574,Cocina y mesa,Manteleria,Proveedor G,3720.0,7500.0,2025-01-29,,Activo
SKU00575,Textil hogar,Sabanas,Proveedor H,5550.0,8600.0,2022-12-26,2023-01-19,Discontinuado
SKU00576,Cocina y mesa,Manteleria,Proveedor F,14010.0,29000.0,2023-10-20,2024-12-29,Discontinuado
SKU00577,Muebles,Sillas,Proveedor H,6700.0,10900.0,2023-12-26,,Activo
SKU00578,Decoracion,Plantas artificiales,Proveedor I,32260.0,51200.0,2025-05-18,,Activo
SKU00579,Organizacion,Contenedores,Proveedor B,19350.0,36200.0,2024-04-10,,Activo
SKU00580,Cocina y mesa,Manteleria,Proveedor G,27640.0,48000.0,2024-10-23,2024-11-19,Discontinuado
SKU00581,Decoracion,Cuadros,Proveedor F,23760.0,47500.0,2023-11-29,,Activo
SKU00582,Organizacion,Percheros,Proveedor F,32590.0,51000.0,2024-10-02,,Activo
SKU00583,Cocina y mesa,Manteleria,Proveedor D,27470.0,51100.0,2022-04-18,,Activo
SKU00584,Cocina y mesa,Cristaleria,Proveedor G,5430.0,8400.0,2022-04-15,2025-01-08,Discontinuado
SKU00585,Iluminacion,Guirnaldas,Proveedor G,1760.0,3900.0,2025-02-21,2025-03-19,Discontinuado
SKU00586,Organizacion,Percheros,Proveedor J,19920.0,31400.0,2024-03-20,,Activo
SKU00587,Cocina y mesa,Manteleria,Proveedor I,20490.0,32400.0,2022-07-03,2025-02-09,Discontinuado
SKU00588,Iluminacion,Guirnaldas,Proveedor F,40760.0,78400.0,2024-04-08,,Activo
SKU00589,Baño,Accesorios de baño,Proveedor E,27000.0,51400.0,2022-11-10,,Activo
SKU00590,Organizacion,Percheros,Proveedor F,46220.0,78600.0,2022-10-09,2025-03-29,Discontinuado
SKU00591,Muebles,Racks,Proveedor E,35740.0,62500.0,2023-10-28,,Activo
SKU00592,Muebles,Mesas auxiliares,Proveedor B,33670.0,57000.0,2024-09-02,,Activo
SKU00593,Baño,Alfombras de baño,Proveedor I,40040.0,78700.0,2023-05-19,,Activo
SKU00594,Decoracion,Espejos,Proveedor A,8520.0,16500.0,2023-03-08,2025-11-28,Discontinuado
SKU00595,Decoracion,Espejos,Proveedor G,44110.0,71000.0,2024-05-07,,Activo
SKU00596,Textil hogar,Sabanas,Proveedor G,21190.0,37800.0,2023-09-22,,Activo
SKU00597,Textil hogar,Cortinas,Proveedor J,43610.0,72300.0,2023-11-17,,Activo
SKU00598,Cocina y mesa,Vajilla,Proveedor B,38960.0,70200.0,2024-07-08,,Activo
SKU00599,Textil hogar,Toallas,Proveedor H,28630.0,60100.0,2024-06-22,2025-11-13,Discontinuado
SKU00600,Decoracion,Espejos,Proveedor D,21840.0,48200.0,2023-06-08,,Activo
SKU00601,Organizacion,Percheros,Proveedor F,19830.0,42100.0,2024-11-20,,Activo
SKU00602,Muebles,Racks,Proveedor F,49160.0,79600.0,2024-04-30,2025-10-02,Discontinuado
SKU00603,Iluminacion,Apliques,Proveedor J,34490.0,54300.0,2024-10-25,,Activo
SKU00604,Organizacion,Contenedores,Proveedor D,7830.0,13300.0,2024-11-29,,Activo
SKU00605,Cocina y mesa,Cubiertos,Proveedor H,22790.0,38500.0,2025-02-07,,Activo
SKU00606,Cocina y mesa,Cristaleria,Proveedor H,44440.0,69800.0,2025-05-07,,Activo
SKU00607,Cocina y mesa,Cubiertos,Proveedor D,47740.0,85500.0,2024-03-27,,Activo
SKU00608,Textil hogar,Acolchados,Proveedor A,44200.0,82600.0,2023-10-31,,Activo
SKU00609,Iluminacion,Guirnaldas,Proveedor I,36470.0,65600.0,2024-06-25,,Activo
SKU00610,Textil Hogar,Cortinas,Proveedor H,37470.0,77900.0,2024-10-20,,Activo
SKU00611,Muebles,Sillas,Proveedor B,42640.0,68800.0,2023-06-22,,Activo
SKU00612,Muebles,Mesas auxiliares,Proveedor I,31570.0,65400.0,2023-06-21,,Activo
SKU00613,Decoración,Espejos,Proveedor D,36070.0,58600.0,2022-07-06,,Activo
SKU00614,Organizacion,Percheros,Proveedor A,11230.0,17400.0,2024-08-03,,Activo
SKU00615,Cocina y mesa,Cubiertos,Proveedor A,14220.0,29400.0,2025-06-18,2025-08-30,Discontinuado
SKU00616,Cocina y mesa,Vajilla,Proveedor C,26380.0,58000.0,2022-08-02,,Activo
SKU00617,Baño,Alfombras de baño,Proveedor D,29360.0,54800.0,2022-09-18,,Activo
SKU00618,Muebles,Racks,Proveedor I,43580.0,85700.0,2023-06-27,,Activo
SKU00619,Iluminacion,Apliques,Proveedor I,20310.0,44700.0,2023-01-08,,Activo
SKU00620,Baño,Alfombras de baño,Proveedor I,23270.0,40300.0,2025-05-22,,Activo
SKU00621,Iluminacion,Apliques,Proveedor A,9020.0,17400.0,2022-03-17,,Activo
SKU00622,Organizacion,Contenedores,Proveedor A,35770.0,67000.0,2023-01-29,,Activo
SKU00623,Cocina y mesa,Cristaleria,Proveedor F,11410.0,23800.0,2022-05-27,,Activo
SKU00624,Iluminacion,Guirnaldas,Proveedor H,2180.0,3600.0,2024-04-06,,Activo
SKU00625,Iluminacion,Apliques,Proveedor B,21590.0,42500.0,2024-09-17,,Activo
SKU00626,Decoracion,Velas,Proveedor I,5750.0,9700.0,2022-08-17,,Activo
SKU00627,Decoración,Espejos,Proveedor I,40440.0,78400.0,2022-03-21,,Activo
SKU00628,Muebles,Sillas,Proveedor A,25530.0,39800.0,2023-08-09,,Activo
SKU00629,Iluminacion,Guirnaldas,Proveedor B,14140.0,26800.0,2024-01-16,,Activo
SKU00630,Muebles,Racks,Proveedor J,21760.0,38200.0,2025-03-06,,Activo
SKU00631,DECO,Velas,Proveedor D,22880.0,36000.0,2022-02-16,,Activo
SKU00632,Cocina y mesa,Manteleria,Proveedor I,35760.0,70700.0,2022-05-19,,Activo
SKU00633,Muebles,Sillas,Proveedor A,5850.0,9300.0,2022-08-24,,Activo
SKU00634,Decoracion,Velas,Proveedor D,35580.0,68200.0,2022-10-05,,Activo
SKU00635,Organizacion,Contenedores,Proveedor I,29380.0,60500.0,2022-10-28,2025-02-06,Discontinuado
SKU00636,Cocina y mesa,Cristaleria,Proveedor C,19240.0,32500.0,2024-01-29,2024-07-04,Discontinuado
SKU00637,Iluminacion,Lamparas de mesa,Proveedor D,28940.0,50400.0,2022-08-25,,Activo
SKU00638,Iluminacion,Apliques,Proveedor F,26910.0,50300.0,2022-12-25,,Activo
SKU00639,Muebles,Mesas auxiliares,Proveedor F,25810.0,43900.0,2022-08-09,,Activo
SKU00640,Decoracion,Cuadros,Proveedor E,44010.0,88900.0,2024-08-24,,Activo
SKU00641,Iluminacion,Apliques,Proveedor G,43340.0,84600.0,2023-02-02,,Activo
SKU00642,Cocina y mesa,Manteleria,Proveedor A,24300.0,47700.0,2023-12-01,,Activo
SKU00643,Cocina y mesa,Cristaleria,Proveedor B,51100.0,86900.0,2024-11-08,2025-05-27,Discontinuado
SKU00644,Cocina y mesa,Cubiertos,Proveedor B,18630.0,30300.0,2022-11-29,,Activo
SKU00645,Decoracion,Plantas artificiales,Proveedor F,,54000.0,2025-02-06,,Activo
SKU00646,Baño,Cortinas de baño,Proveedor B,,40900.0,2025-03-12,,Activo
SKU00647,Textil hogar,Cortinas,Proveedor G,34570.0,70200.0,2023-03-13,2024-09-23,Discontinuado
SKU00648,Muebles,Mesas auxiliares,Proveedor D,8500.0,14600.0,2025-05-06,,Activo
SKU00649,Iluminacion,Guirnaldas,Proveedor D,15270.0,30800.0,2023-09-08,,Activo
SKU00650,Baño,Accesorios de baño,Proveedor B,9430.0,20200.0,2022-10-10,,Activo
SKU00651,Muebles,Mesas auxiliares,Proveedor D,22170.0,38000.0,2022-03-05,,Activo
SKU00652,Cocina y mesa,Manteleria,Proveedor J,37860.0,73700.0,2025-04-24,,Activo
SKU00653,Organizacion,Cajas,Proveedor F,3510.0,7100.0,2024-10-19,,Activo
SKU00654,Textil hogar,Toallas,Proveedor A,6900.0,13000.0,2023-05-07,,Activo
SKU00655,Decoracion,Velas,Proveedor C,2820.0,4700.0,2023-11-05,,Activo
SKU00656,Decoracion,Cuadros,Proveedor D,31410.0,51900.0,2023-10-21,,Activo
SKU00657,Cocina y mesa,Vajilla,Proveedor G,51720.0,82400.0,2022-12-17,2025-12-20,Discontinuado
SKU00658,Cocina y mesa,Cristaleria,Proveedor I,13180.0,27800.0,2024-04-19,,Activo
SKU00659,Organizacion,Percheros,Proveedor J,21610.0,34700.0,2022-10-31,,Activo
SKU00660,Textil hogar,Sabanas,Proveedor A,45420.0,79200.0,2022-01-14,,Activo
SKU00661,Textil hogar,Cortinas,Proveedor G,18810.0,33200.0,2023-08-27,,Activo
SKU00662,Decoracion,Plantas artificiales,Proveedor E,11150.0,23600.0,2023-04-20,,Activo
SKU00663,Textil hogar,Acolchados,Proveedor F,1830.0,4000.0,2024-10-13,,Activo
SKU00664,Textil hogar,Sabanas,Proveedor E,46610.0,82600.0,2024-06-29,,Activo
SKU00665,Iluminacion,Lamparas de mesa,Proveedor C,22420.0,36600.0,2024-02-13,,Activo
SKU00666,Muebles,Estanterias,Proveedor E,25370.0,53100.0,2022-07-20,2023-02-02,Discontinuado
SKU00667,Iluminacion,Guirnaldas,Proveedor F,34140.0,63500.0,2023-02-15,,Activo
SKU00668,Decoracion,Espejos,Proveedor H,36370.0,56600.0,2022-11-28,,Activo
SKU00669,Muebles,Mesas auxiliares,Proveedor E,4140.0,6500.0,2025-01-14,,Activo
SKU00670,Textil hogar,Sabanas,Proveedor J,8470.0,18000.0,2023-10-21,,Activo
SKU00671,Organizacion,Contenedores,Proveedor G,18780.0,30800.0,2024-03-23,2025-12-26,Discontinuado
SKU00672,Iluminacion,Lamparas de mesa,Proveedor E,13480.0,29300.0,2022-12-07,2024-07-27,Discontinuado
SKU00673,Decoracion,Espejos,Proveedor I,38910.0,67600.0,2022-07-12,,Activo
SKU00674,Decoracion,Cuadros,Proveedor F,40620.0,67600.0,2024-09-10,,Activo
SKU00675,Baño,Alfombras de baño,Proveedor A,43720.0,84800.0,2022-01-02,2025-04-14,Discontinuado
SKU00676,Cocina y mesa,Manteleria,Proveedor C,40950.0,75800.0,2024-12-15,,Activo
SKU00677,Iluminacion,Guirnaldas,Proveedor G,20560.0,44900.0,2024-11-14,,Activo
SKU00678,Decoracion,Velas,Proveedor H,46120.0,79900.0,2022-04-16,,Activo
SKU00679,Decoracion,Velas,Proveedor J,16800.0,36200.0,2022-12-11,2025-02-17,Discontinuado
SKU00680,Organizacion,Cajas,Proveedor I,12760.0,24500.0,2022-05-04,,Activo
SKU00681,Decoracion,Espejos,Proveedor A,35580.0,58200.0,2023-09-05,,Activo
SKU00682,Muebles,Mesas auxiliares,Proveedor H,17690.0,34700.0,2023-08-22,,Activo
SKU00683,Cocina y mesa,Cubiertos,Proveedor I,3990.0,6400.0,2025-05-04,,Activo
SKU00684,Muebles,Sillas,Proveedor A,12920.0,21100.0,2024-01-19,,Activo
SKU00685,Textil hogar,Toallas,Proveedor C,33070.0,63700.0,2024-12-29,,Activo
SKU00686,Textil hogar,Cortinas,Proveedor F,10310.0,21700.0,2023-01-23,,Activo
SKU00687,Decoracion,Plantas artificiales,Proveedor J,11860.0,19600.0,2024-10-04,,Activo
SKU00688,Textil hogar,Cortinas,Proveedor E,50700.0,87300.0,2023-06-17,,Activo
SKU00689,Baño,Accesorios de baño,Proveedor H,14560.0,24000.0,2025-03-15,,Activo
SKU00690,Decoracion,Velas,Proveedor A,34450.0,55900.0,2022-04-27,,Activo
SKU00691,Organizacion,Percheros,Proveedor B,28760.0,48600.0,2024-11-20,,Activo
SKU00692,Iluminacion,Apliques,Proveedor B,8970.0,18400.0,2022-09-23,,Activo
SKU00693,Baño,Cortinas de baño,Proveedor G,5870.0,9400.0,2023-11-25,,Activo
SKU00694,Decoracion,Plantas artificiales,Proveedor F,22330.0,46900.0,2023-11-02,2024-03-05,Discontinuado
SKU00695,Decoracion,Cuadros,Proveedor C,44550.0,81400.0,2024-11-27,,Activo
SKU00696,Decoracion,Cuadros,Proveedor C,7920.0,17100.0,2023-02-02,,Activo
SKU00697,Cocina y mesa,Cubiertos,Proveedor G,5220.0,9300.0,2023-02-01,,Activo
SKU00698,Cocina y mesa,Vajilla,Proveedor A,21310.0,34500.0,2022-04-08,,Activo
SKU00699,Baño,Accesorios de baño,Proveedor C,39430.0,70300.0,2023-01-26,2024-06-08,Discontinuado
SKU00700,Iluminacion,Lamparas de mesa,Proveedor J,20300.0,33800.0,2024-07-01,,Activo
SKU00701,Cocina y mesa,Manteleria,Proveedor C,40110.0,73500.0,2023-04-04,,Activo
SKU00702,Textil hogar,Sabanas,Proveedor C,37610.0,61400.0,2024-05-26,,Activo
SKU00703,Textil hogar,Sabanas,Proveedor F,19990.0,35700.0,2022-05-15,,Activo
SKU00704,Muebles,Mesas auxiliares,Proveedor A,11150.0,20700.0,2023-05-19,,Activo
SKU00705,Cocina y mesa,Manteleria,Proveedor E,12450.0,26200.0,2023-08-13,,Activo
SKU00706,Organizacion,Contenedores,Proveedor B,42150.0,73300.0,2025-05-18,,Activo
SKU00707,Baño,Accesorios de baño,Proveedor F,36470.0,57900.0,2024-11-24,2025-08-13,Discontinuado
SKU00708,Muebles,Sillas,Proveedor I,38980.0,73300.0,2022-01-16,,Activo
SKU00709,Iluminacion,Guirnaldas,Proveedor I,15010.0,27000.0,2023-04-27,,Activo
SKU00710,Cocina y mesa,Cubiertos,Proveedor C,50760.0,79100.0,2024-06-24,,Activo
SKU00711,Cocina y mesa,Cristaleria,Proveedor F,46080.0,86700.0,2022-10-31,,Activo
SKU00712,Muebles,Mesas auxiliares,Proveedor H,24700.0,52100.0,2023-12-21,2024-11-24,Discontinuado
SKU00713,Cocina y mesa,Cristaleria,Proveedor G,24880.0,41100.0,2022-01-14,,Activo
SKU00714,Decoracion,Espejos,Proveedor B,7860.0,16500.0,2025-06-19,2025-11-21,Discontinuado
SKU00715,Textil hogar,Acolchados,Proveedor F,15380.0,31600.0,2022-09-21,,Activo
SKU00716,Iluminacion,Lamparas de mesa,Proveedor E,8010.0,17100.0,2024-02-26,,Activo
SKU00717,Organizacion,Percheros,Proveedor C,17270.0,35900.0,2023-01-06,,Activo
SKU00718,Organizacion,Contenedores,Proveedor A,37660.0,82900.0,2023-04-25,,Activo
SKU00719,Cocina y mesa,Vajilla,Proveedor C,2260.0,4500.0,2023-11-20,,Activo
SKU00720,Cocina y mesa,Manteleria,Proveedor B,48900.0,78700.0,2023-01-16,,Activo
SKU00721,Muebles,Sillas,Proveedor I,11700.0,25400.0,2023-03-07,,Activo
SKU00722,Iluminacion,Lamparas de mesa,Proveedor B,33860.0,67300.0,2023-05-16,,Activo
SKU00723,Organizacion,Percheros,Proveedor D,43720.0,82400.0,2024-04-30,,Activo
SKU00724,Muebles,Estanterias,Proveedor E,21460.0,44100.0,2022-11-24,,Activo
SKU00725,Textil hogar,Cortinas,Proveedor A,46340.0,73200.0,2022-09-13,2025-02-10,Discontinuado
SKU00726,Iluminacion,Guirnaldas,Proveedor I,45320.0,75100.0,2023-02-25,2025-11-03,Discontinuado
SKU00727,Decoracion,Espejos,Proveedor I,16930.0,36400.0,2023-12-20,,Activo
SKU00728,Organizacion,Cajas,Proveedor F,2290.0,4100.0,2024-07-12,,Activo
SKU00729,Iluminacion,Guirnaldas,Proveedor J,35090.0,72500.0,2023-02-28,2025-07-04,Discontinuado
SKU00730,Decoracion,Velas,Proveedor B,19310.0,36100.0,2022-04-28,,Activo
SKU00731,Cocina y mesa,Cristaleria,Proveedor E,27970.0,60200.0,2022-06-29,,Activo
SKU00732,Decoracion,Espejos,Proveedor H,3150.0,6500.0,2022-05-01,,Activo
SKU00733,Baño,Cortinas de baño,Proveedor B,26480.0,49400.0,2024-05-14,2025-07-10,Discontinuado
SKU00734,Organizacion,Contenedores,Proveedor J,48310.0,87100.0,2022-08-18,,Activo
SKU00735,Iluminacion,Apliques,Proveedor B,39130.0,80300.0,2023-05-29,,Activo
SKU00736,Iluminacion,Lamparas de mesa,Proveedor E,2360.0,3800.0,2024-12-03,2025-07-23,Discontinuado
SKU00737,Cocina y mesa,Cubiertos,Proveedor J,19590.0,41700.0,2022-04-25,,Activo
SKU00738,Iluminacion,Apliques,Proveedor A,29500.0,52300.0,2022-10-17,,Activo
SKU00739,Organizacion,Cajas,Proveedor B,16110.0,25700.0,2022-07-20,,Activo
SKU00740,Decoracion,Velas,Proveedor I,40530.0,74900.0,2022-06-08,,Activo
SKU00741,Organizacion,Cajas,Proveedor E,11610.0,22800.0,2023-06-04,2023-08-11,Discontinuado
SKU00742,Decoracion,Velas,Proveedor I,,81300.0,2025-03-20,,Activo
SKU00743,Muebles,Racks,Proveedor C,25770.0,53500.0,2023-06-29,,Activo
SKU00744,Decoracion,Plantas artificiales,Proveedor H,35130.0,54400.0,2023-10-15,,Activo
SKU00745,Cocina y mesa,Vajilla,Proveedor F,42790.0,80900.0,2024-04-05,2025-08-04,Discontinuado
SKU00746,Muebles,Sillas,Proveedor H,13860.0,24500.0,2024-11-13,,Activo
SKU00747,Muebles,Sillas,Proveedor D,31060.0,51600.0,2023-05-08,,Activo
SKU00748,Iluminacion,Guirnaldas,Proveedor F,5450.0,9200.0,2023-02-27,,Activo
SKU00749,Baño,Cortinas de baño,Proveedor F,43130.0,89000.0,2023-06-10,,Activo
SKU00750,Baño,Alfombras de baño,Proveedor F,21190.0,38700.0,2022-01-20,,Activo
SKU00751,Decoración,Velas,Proveedor J,37680.0,78800.0,2023-05-27,,Activo
SKU00752,Textil hogar,Sabanas,Proveedor D,1910.0,3700.0,2024-06-12,,Activo
SKU00753,Textil hogar,Cortinas,Proveedor B,,79200.0,2025-06-06,,Activo
SKU00754,Decoracion,Plantas artificiales,Proveedor C,9730.0,16400.0,2024-10-04,2025-07-30,Discontinuado
SKU00755,Iluminacion,Lamparas de mesa,Proveedor C,3000.0,5100.0,2024-02-16,,Activo
SKU00756,Iluminacion,Lamparas de mesa,Proveedor D,23220.0,43200.0,2022-01-24,2023-05-14,Discontinuado
SKU00757,Iluminacion,Guirnaldas,Proveedor E,38930.0,73900.0,2023-03-13,2025-01-07,Discontinuado
SKU00758,Textil hogar,Sabanas,Proveedor E,22570.0,44800.0,2022-05-16,,Activo
SKU00759,Textil hogar,Cortinas,Proveedor I,45420.0,74400.0,2023-04-27,,Activo
SKU00760,Cocina y mesa,Cubiertos,Proveedor D,31570.0,68700.0,2023-10-12,,Activo
SKU00761,Cocina y mesa,Manteleria,Proveedor E,22460.0,40900.0,2024-10-03,,Activo
SKU00762,Textil hogar,Cortinas,Proveedor G,30400.0,47200.0,2024-11-18,,Activo
SKU00763,Baño,Accesorios de baño,Proveedor E,9630.0,16700.0,2024-02-20,,Activo
SKU00764,Cocina y mesa,Manteleria,Proveedor G,36200.0,68500.0,2022-07-22,,Activo
SKU00765,Decoracion,Plantas artificiales,Proveedor G,11630.0,25100.0,2024-09-05,,Activo
SKU00766,Organizacion,Cajas,Proveedor H,34810.0,67500.0,2025-02-26,2025-08-13,Discontinuado
SKU00767,Decoracion,Plantas artificiales,Proveedor I,20360.0,39900.0,2023-03-26,,Activo
SKU00768,Textil hogar,Sabanas,Proveedor H,20190.0,31500.0,2023-10-01,,Activo
SKU00769,Textil Hogar,Sabanas,Proveedor C,37730.0,60300.0,2022-06-30,2024-12-29,Discontinuado
SKU00770,Baño,Accesorios de baño,Proveedor A,24550.0,40300.0,2025-06-13,,Activo
SKU00771,Baño,Accesorios de baño,Proveedor G,37320.0,77300.0,2023-10-21,2025-05-16,Discontinuado
SKU00772,Decoración,Plantas artificiales,Proveedor E,40570.0,86000.0,2024-12-02,,Activo
SKU00773,Iluminacion,Guirnaldas,Proveedor C,27930.0,52800.0,2022-09-09,,Activo
SKU00774,Baño,Alfombras de baño,Proveedor J,33270.0,65100.0,2025-04-20,,Activo
SKU00775,Muebles,Sillas,Proveedor J,34190.0,58000.0,2024-03-11,,Activo
SKU00776,Decoracion,Cuadros,Proveedor C,4610.0,8100.0,2022-09-10,,Activo
SKU00777,Muebles,Mesas auxiliares,Proveedor J,25570.0,48900.0,2022-04-17,,Activo
SKU00778,Muebles,Racks,Proveedor B,7090.0,15000.0,2022-11-09,,Activo
SKU00779,Cocina y mesa,Manteleria,Proveedor A,36120.0,66600.0,2024-01-06,,Activo
SKU00780,Muebles,Racks,Proveedor E,40650.0,80200.0,2024-06-08,,Activo
SKU00781,Organizacion,Percheros,Proveedor A,35260.0,73100.0,2023-02-25,,Activo
SKU00782,Decoración,Cuadros,Proveedor D,,26300.0,2025-03-31,,Activo
SKU00783,Muebles,Racks,Proveedor B,47460.0,75900.0,2023-04-06,,Activo
SKU00784,Textil hogar,Sabanas,Proveedor G,21050.0,40600.0,2023-08-14,,Activo
SKU00785,Baño,Cortinas de baño,Proveedor C,40520.0,75000.0,2022-06-08,,Activo
SKU00786,Muebles,Mesas auxiliares,Proveedor D,9900.0,17600.0,2025-05-27,2025-06-25,Discontinuado
SKU00787,Decoracion,Espejos,Proveedor A,30480.0,50700.0,2025-02-27,2025-08-12,Discontinuado
SKU00788,Muebles,Sillas,Proveedor D,43720.0,67300.0,2023-12-17,2025-02-06,Discontinuado
SKU00789,Textil hogar,Cortinas,Proveedor H,14090.0,22000.0,2022-12-04,,Activo
SKU00790,Muebles,Racks,Proveedor C,17300.0,29100.0,2025-03-06,,Activo
SKU00791,Baño,Cortinas de baño,Proveedor I,24800.0,45500.0,2025-06-19,,Activo
SKU00792,Iluminacion,Lamparas de mesa,Proveedor C,2890.0,5700.0,2024-11-09,,Activo
SKU00793,Muebles,Mesas auxiliares,Proveedor D,25370.0,53100.0,2024-02-07,,Activo
SKU00794,Textil hogar,Sabanas,Proveedor G,18740.0,36500.0,2022-06-06,,Activo
SKU00795,Iluminacion,Guirnaldas,Proveedor B,23510.0,48000.0,2024-11-18,,Activo
SKU00796,Muebles,Sillas,Proveedor A,33270.0,63800.0,2023-01-04,,Activo
SKU00797,Baño,Cortinas de baño,Proveedor A,4380.0,6800.0,2025-02-18,,Activo
SKU00798,Baño,Alfombras de baño,Proveedor D,41470.0,69200.0,2022-11-04,,Activo
SKU00799,Decoracion,Espejos,Proveedor G,36130.0,75400.0,2024-01-02,,Activo
SKU00800,Iluminacion,Apliques,Proveedor D,6660.0,14500.0,2024-11-26,2025-02-08,Discontinuado
SKU00453,Baño,Alfombras de baño,Proveedor J,42260.0,84500.0,2022-11-09,,Activo
SKU00058,Baño,Accesorios de baño,Proveedor B,35190.0,57200.0,2024-07-22,,Activo
SKU00112,Muebles,Estanterias,Proveedor C,12350.0,22600.0,2022-08-13,2023-11-11,Discontinuado
SKU00016,Muebles,Sillas,Proveedor A,23110.0,37300.0,2024-02-25,,Activo
SKU00430,Decoracion,Espejos,Proveedor H,36350.0,56900.0,2023-12-03,,Activo
SKU00433,Organizacion,Cajas,Proveedor D,24160.0,38000.0,2023-12-26,,Activo
SKU00370,Decoracion,Plantas artificiales,Proveedor E,20600.0,33400.0,2022-05-02,2022-07-23,Discontinuado
SKU00533,Textil Hogar,Acolchados,Proveedor D,23980.0,45400.0,2023-12-21,,Activo
SKU00330,Cocina y mesa,Cristaleria,Proveedor D,9770.0,21300.0,2024-12-22,,Activo
SKU00552,Textil hogar,Cortinas,Proveedor H,14950.0,26900.0,2025-03-18,,Activo
SKU00785,Baño,Cortinas de baño,Proveedor D,40520.0,75000.0,2022-06-08,,Activo
SKU00566,Cocina y mesa,Cubiertos,Proveedor B,25360.0,43100.0,2022-09-06,,Activo
SKU00333,Cocina y mesa,Vajilla,Proveedor C,39820.0,78500.0,2022-10-24,,Activo
SKU00737,Cocina y mesa,Cubiertos,Proveedor E,19590.0,41700.0,2022-04-25,,Activo
SKU00311,Muebles,Sillas,Proveedor D,47790.0,87800.0,2022-01-30,,Activo
