id_producto,fecha_vigencia_desde,fecha_vigencia_hasta,precio_lista,costo_unitario
SKU00550,2024-06-24,,28700.0,18390.0
SKU00551,2023-12-28,2024-02-28,20519.34,10843.65
SKU00551,2024-02-29,,51300.0,27110.0
SKU00552,2025-03-18,2026-04-07,16763.19,9316.35
SKU00552,2026-04-08,,26900.0,14950.0
SKU00553,2025-04-14,,48700.0,30280.0
SKU00554,2025-03-11,2025-05-10,28603.36,18451.97
SKU00554,2025-05-11,,45900.0,29610.0
SKU00555,2024-10-21,2026-05-19,3494.07,1994.31
SKU00555,2026-05-20,,6500.0,3710.0
SKU00556,2023-02-10,,39300.0,20070.0
SKU00557,2023-05-25,2023-08-01,14602.65,9483.59
SKU00557,2023-08-02,2026-02-11,15956.71,10362.98
SKU00557,2026-02-12,,44900.0,29160.0
SKU00558,2025-04-07,2025-11-19,23748.89,15154.36
SKU00558,2025-11-20,,37000.0,23610.0
SKU00559,2025-02-15,2026-05-06,29524.8,15603.37
SKU00559,2026-05-07,,48800.0,25790.0
SKU00560,2022-11-13,2024-12-07,2287.92,1070.42
SKU00560,2024-12-08,2025-07-09,4790.4,2241.22
SKU00560,2025-07-10,,8400.0,3930.0
SKU00561,2023-04-07,,78100.0,37230.0
SKU00562,2023-04-12,,27400.0,14360.0
SKU00563,2023-04-09,2025-06-13,2589.18,1272.49
SKU00563,2025-06-14,2025-10-03,5583.8,2744.23
SKU00563,2025-10-04,,8200.0,4030.0
SKU00564,2023-05-20,2024-10-19,7089.93,3795.39
SKU00564,2024-10-20,,21800.0,11670.0
SKU00565,2023-05-10,2024-02-12,4585.69,2621.32
SKU00565,2024-02-13,2025-08-12,5983.28,3420.23
SKU00565,2025-08-13,,14100.0,8060.0
SKU00566,2022-09-06,2023-06-22,11065.34,6510.84
SKU00566,2023-06-23,,43100.0,25360.0
SKU00567,2023-12-21,2025-10-16,7879.75,3927.87
SKU00567,2025-10-17,,19700.0,9820.0
SKU00568,2024-10-14,,42300.0,22410.0
SKU00569,2023-11-21,2024-03-25,11883.11,5677.49
SKU00569,2024-03-26,,30600.0,14620.0
SKU00570,2024-12-03,2025-10-23,26119.1,13698.27
SKU00570,2025-10-24,2026-04-18,35101.89,18409.33
SKU00570,2026-04-19,,45800.0,24020.0
SKU00571,2023-12-20,2024-09-12,14159.54,8623.72
SKU00571,2024-09-13,,35400.0,21560.0
SKU00572,2022-08-14,2023-10-26,1670.03,815.08
SKU00572,2023-10-27,,6700.0,3270.0
SKU00573,2024-08-26,2026-01-06,43676.83,22684.59
SKU00573,2026-01-07,,86200.0,44770.0
SKU00574,2025-01-29,2025-11-30,4405.46,2185.11
SKU00574,2025-12-01,2026-02-11,6098.19,3024.7
SKU00574,2026-02-12,,7500.0,3720.0
SKU00575,2022-12-26,,8600.0,5550.0
SKU00576,2023-10-20,2024-02-29,10933.76,5282.14
SKU00576,2024-03-01,,29000.0,14010.0
SKU00577,2023-12-26,,10900.0,6700.0
SKU00578,2025-05-18,2026-04-15,33849.23,21327.66
SKU00578,2026-04-16,,51200.0,32260.0
SKU00579,2024-04-10,2024-06-21,16296.84,8711.16
SKU00579,2024-06-22,,36200.0,19350.0
SKU00580,2024-10-23,2025-12-22,25802.37,14857.86
SKU00580,2025-12-23,,48000.0,27640.0
SKU00581,2023-11-29,,47500.0,23760.0
SKU00582,2024-10-02,,51000.0,32590.0
SKU00583,2022-04-18,2023-07-22,11316.77,6083.59
SKU00583,2023-07-23,2026-06-28,17631.16,9478.04
SKU00583,2026-06-29,,51100.0,27470.0
SKU00584,2022-04-15,2023-08-18,1860.29,1202.55
SKU00584,2023-08-19,2026-02-11,2985.22,1929.73
SKU00584,2026-02-12,,8400.0,5430.0
SKU00585,2025-02-21,,3900.0,1760.0
SKU00586,2024-03-20,,31400.0,19920.0
SKU00587,2022-07-03,,32400.0,20490.0
SKU00588,2024-04-08,2026-01-25,35294.82,18349.71
SKU00588,2026-01-26,,78400.0,40760.0
SKU00589,2022-11-10,,51400.0,27000.0
SKU00590,2022-10-09,,78600.0,46220.0
SKU00591,2023-10-28,2024-09-01,23564.14,13474.92
SKU00591,2024-09-02,,62500.0,35740.0
SKU00592,2024-09-02,,57000.0,33670.0
SKU00593,2023-05-19,,78700.0,40040.0
SKU00594,2023-03-08,,16500.0,8520.0
SKU00595,2024-05-07,2025-09-08,32922.33,20453.57
SKU00595,2025-09-09,,71000.0,44110.0
SKU00596,2023-09-22,2024-04-28,13836.5,7756.49
SKU00596,2024-04-29,2024-04-30,17017.15,9539.51
SKU00596,2024-05-01,,37800.0,21190.0
SKU00597,2023-11-17,2025-08-05,28076.77,16935.38
SKU00597,2025-08-06,2026-05-25,52231.06,31504.79
SKU00597,2026-05-26,,72300.0,43610.0
SKU00598,2024-07-08,2024-12-13,34533.75,19165.74
SKU00598,2024-12-14,2025-08-02,40034.08,22218.34
SKU00598,2025-08-03,,70200.0,38960.0
SKU00599,2024-06-22,2025-05-17,28704.09,13673.85
SKU00599,2025-05-18,,60100.0,28630.0
SKU00600,2023-06-08,2024-01-03,16146.18,7316.03
SKU00600,2024-01-04,2025-02-12,19857.76,8997.79
SKU00600,2025-02-13,,48200.0,21840.0
SKU00601,2024-11-20,,42100.0,19830.0
SKU00602,2024-04-30,2026-05-19,35835.05,22131.29
SKU00602,2026-05-20,,79600.0,49160.0
SKU00603,2024-10-25,2025-04-21,29188.93,18540.07
SKU00603,2025-04-22,2026-06-07,34853.1,22137.82
SKU00603,2026-06-08,,54300.0,34490.0
SKU00604,2024-11-29,2025-08-16,7363.89,4335.28
SKU00604,2025-08-17,,13300.0,7830.0
SKU00605,2025-02-07,2025-10-21,23293.13,13788.32
SKU00605,2025-10-22,2026-05-20,29507.04,17466.64
SKU00605,2026-05-21,,38500.0,22790.0
SKU00606,2025-05-07,,69800.0,44440.0
SKU00607,2024-03-27,2025-07-28,37370.06,20866.04
SKU00607,2025-07-29,,85500.0,47740.0
SKU00608,2023-10-31,,82600.0,44200.0
SKU00609,2024-06-25,,65600.0,36470.0
SKU00610,2024-10-20,,77900.0,37470.0
SKU00611,2023-06-22,2025-05-23,23046.83,14283.67
SKU00611,2025-05-24,,68800.0,42640.0
SKU00612,2023-06-21,2026-03-17,21907.88,10575.41
SKU00612,2026-03-18,,65400.0,31570.0
SKU00613,2022-07-06,2025-07-24,14181.13,8728.9
SKU00613,2025-07-25,,58600.0,36070.0
SKU00614,2024-08-03,2024-12-04,8816.44,5690.15
SKU00614,2024-12-05,2025-07-09,9922.98,6404.31
SKU00614,2025-07-10,,17400.0,11230.0
SKU00615,2025-06-18,2025-10-24,20019.97,9683.13
SKU00615,2025-10-25,,29400.0,14220.0
SKU00616,2022-08-02,,58000.0,26380.0
SKU00617,2022-09-18,,54800.0,29360.0
SKU00618,2023-06-27,2024-07-10,28708.04,14598.56
SKU00618,2024-07-11,2024-09-21,42158.72,21438.47
SKU00618,2024-09-22,,85700.0,43580.0
SKU00619,2023-01-08,,44700.0,20310.0
SKU00620,2025-05-22,,40300.0,23270.0
SKU00621,2022-03-17,,17400.0,9020.0
SKU00622,2023-01-29,,67000.0,35770.0
SKU00623,2022-05-27,,23800.0,11410.0
SKU00624,2024-04-06,,3600.0,2180.0
SKU00625,2024-09-17,2026-02-11,22180.43,11267.66
SKU00625,2026-02-12,,42500.0,21590.0
SKU00626,2022-08-17,,9700.0,5750.0
SKU00627,2022-03-21,,78400.0,40440.0
SKU00628,2023-08-09,,39800.0,25530.0
SKU00629,2024-01-16,2026-04-22,11041.25,5825.49
SKU00629,2026-04-23,,26800.0,14140.0
SKU00630,2025-03-06,,38200.0,21760.0
SKU00631,2022-02-16,2023-04-19,7515.01,4776.21
SKU00631,2023-04-20,2024-01-12,11367.13,7224.44
SKU00631,2024-01-13,,36000.0,22880.0
SKU00632,2022-05-19,2023-08-12,16127.17,8157.11
SKU00632,2023-08-13,,70700.0,35760.0
SKU00633,2022-08-24,,9300.0,5850.0
SKU00634,2022-10-05,,68200.0,35580.0
SKU00635,2022-10-28,,60500.0,29380.0
SKU00636,2024-01-29,2024-07-14,13389.57,7926.63
SKU00636,2024-07-15,,32500.0,19240.0
SKU00637,2022-08-25,,50400.0,28940.0
SKU00638,2022-12-25,2024-07-26,14111.31,7549.41
SKU00638,2024-07-27,2026-05-09,24744.27,13237.94
SKU00638,2026-05-10,,50300.0,26910.0
SKU00639,2022-08-09,2023-08-04,10942.46,6433.37
SKU00639,2023-08-05,2024-08-20,15601.33,9172.45
SKU00639,2024-08-21,,43900.0,25810.0
SKU00640,2024-08-24,2025-03-26,45044.9,22299.5
SKU00640,2025-03-27,2025-09-12,55399.54,27425.58
SKU00640,2025-09-13,,88900.0,44010.0
SKU00641,2023-02-02,,84600.0,43340.0
SKU00642,2023-12-01,,47700.0,24300.0
SKU00643,2024-11-08,2025-02-14,48114.42,28292.83
SKU00643,2025-02-15,,86900.0,51100.0
SKU00644,2022-11-29,2024-02-08,8252.87,5074.29
SKU00644,2024-02-09,2026-06-23,12857.69,7905.57
SKU00644,2026-06-24,,30300.0,18630.0
SKU00645,2025-02-06,,54000.0,
SKU00646,2025-03-12,,40900.0,
SKU00647,2023-03-13,2025-11-06,21520.29,10597.67
SKU00647,2025-11-07,,70200.0,34570.0
SKU00648,2025-05-06,2025-08-05,9652.32,5619.5
SKU00648,2025-08-06,,14600.0,8500.0
SKU00649,2023-09-08,,30800.0,15270.0
SKU00650,2022-10-10,,20200.0,9430.0
SKU00651,2022-03-05,2022-12-12,8170.49,4766.83
SKU00651,2022-12-13,,38000.0,22170.0
SKU00652,2025-04-24,2026-06-10,47305.23,24300.89
SKU00652,2026-06-11,,73700.0,37860.0
SKU00653,2024-10-19,2026-01-24,3816.6,1886.8
SKU00653,2026-01-25,,7100.0,3510.0
SKU00654,2023-05-07,2024-12-07,4227.94,2244.06
SKU00654,2024-12-08,,13000.0,6900.0
SKU00655,2023-11-05,2024-05-28,1825.18,1095.11
SKU00655,2024-05-29,,4700.0,2820.0
SKU00656,2023-10-21,,51900.0,31410.0
SKU00657,2022-12-17,,82400.0,51720.0
SKU00658,2024-04-19,2024-06-22,12515.26,5933.49
SKU00658,2024-06-23,,27800.0,13180.0
SKU00659,2022-10-31,2023-03-21,9176.02,5714.52
SKU00659,2023-03-22,2024-09-11,10637.52,6624.69
SKU00659,2024-09-12,,34700.0,21610.0
SKU00660,2022-01-14,,79200.0,45420.0
SKU00661,2023-08-27,2025-05-08,11798.73,6684.76
SKU00661,2025-05-09,2025-10-13,21949.11,12435.63
SKU00661,2025-10-14,,33200.0,18810.0
SKU00662,2023-04-20,,23600.0,11150.0
SKU00663,2024-10-13,2024-11-12,2150.2,983.72
SKU00663,2024-11-13,,4000.0,1830.0
SKU00664,2024-06-29,2025-06-14,39450.22,22261.2
SKU00664,2025-06-15,2026-01-02,56246.58,31739.14
SKU00664,2026-01-03,,82600.0,46610.0
SKU00665,2024-02-13,,36600.0,22420.0
SKU00666,2022-07-20,2022-09-05,12850.14,6139.51
SKU00666,2022-09-06,2024-06-26,13632.71,6513.41
SKU00666,2024-06-27,,53100.0,25370.0
SKU00667,2023-02-15,2026-06-29,18899.38,10161.02
SKU00667,2026-06-30,,63500.0,34140.0
SKU00668,2022-11-28,,56600.0,36370.0
SKU00669,2025-01-14,2025-06-03,3818.06,2431.81
SKU00669,2025-06-04,2025-10-13,4426.18,2819.14
SKU00669,2025-10-14,,6500.0,4140.0
SKU00670,2023-10-21,2024-08-08,6786.47,3193.41
SKU00670,2024-08-09,2025-09-21,9120.45,4291.68
SKU00670,2025-09-22,,18000.0,8470.0
SKU00671,2024-03-23,2026-01-04,13461.96,8208.3
SKU00671,2026-01-05,,30800.0,18780.0
SKU00672,2022-12-07,2023-05-28,8219.91,3781.72
SKU00672,2023-05-29,,29300.0,13480.0
SKU00673,2022-07-12,,67600.0,38910.0
SKU00674,2024-09-10,,67600.0,40620.0
SKU00675,2022-01-02,,84800.0,43720.0
SKU00676,2024-12-15,,75800.0,40950.0
SKU00677,2024-11-14,,44900.0,20560.0
SKU00678,2022-04-16,2023-03-03,17694.91,10213.88
SKU00678,2023-03-04,2026-04-21,24493.89,14138.4
SKU00678,2026-04-22,,79900.0,46120.0
SKU00679,2022-12-11,2024-10-11,10155.65,4713.12
SKU00679,2024-10-12,2025-06-02,19459.28,9030.83
SKU00679,2025-06-03,,36200.0,16800.0
SKU00680,2022-05-04,,24500.0,12760.0
SKU00681,2023-09-05,,58200.0,35580.0
SKU00682,2023-08-22,,34700.0,17690.0
SKU00683,2025-05-04,2025-06-03,4231.15,2637.86
SKU00683,2025-06-04,2025-11-15,4358.09,2717.0
SKU00683,2025-11-16,,6400.0,3990.0
SKU00684,2024-01-19,2024-09-27,8692.92,5322.87
SKU00684,2024-09-28,2024-12-05,11011.93,6742.85
SKU00684,2024-12-06,,21100.0,12920.0
SKU00685,2024-12-29,2025-02-25,36327.22,18859.36
SKU00685,2025-02-26,2025-06-08,38539.55,20007.89
SKU00685,2025-06-09,,63700.0,33070.0
SKU00686,2023-01-23,,21700.0,10310.0
SKU00687,2024-10-04,,19600.0,11860.0
SKU00688,2023-06-17,2024-03-01,29244.01,16983.63
SKU00688,2024-03-02,,87300.0,50700.0
SKU00689,2025-03-15,,24000.0,14560.0
SKU00690,2022-04-27,2023-01-18,12379.79,7629.41
SKU00690,2023-01-19,,55900.0,34450.0
SKU00691,2024-11-20,2026-06-10,26908.64,15923.71
SKU00691,2026-06-11,,48600.0,28760.0
SKU00692,2022-09-23,,18400.0,8970.0
SKU00693,2023-11-25,2024-10-23,3650.37,2279.54
SKU00693,2024-10-24,,9400.0,5870.0
SKU00694,2023-11-02,2024-10-17,18213.01,8671.57
SKU00694,2024-10-18,2026-07-02,25211.06,12003.48
SKU00694,2026-07-03,,46900.0,22330.0
SKU00695,2024-11-27,,81400.0,44550.0
SKU00696,2023-02-02,,17100.0,7920.0
SKU00697,2023-02-01,2025-09-23,2767.94,1553.62
SKU00697,2025-09-24,,9300.0,5220.0
SKU00698,2022-04-08,,34500.0,21310.0
SKU00699,2023-01-26,2025-10-01,20313.83,11393.66
SKU00699,2025-10-02,,70300.0,39430.0
SKU00700,2024-07-01,2025-02-14,16627.36,9986.25
SKU00700,2025-02-15,,33800.0,20300.0
SKU00701,2023-04-04,2024-03-08,23207.89,12664.87
SKU00701,2024-03-09,,73500.0,40110.0
SKU00702,2024-05-26,2026-01-28,28470.86,17439.56
SKU00702,2026-01-29,2026-03-19,51421.53,31497.78
SKU00702,2026-03-20,,61400.0,37610.0
SKU00703,2022-05-15,,35700.0,19990.0
SKU00704,2023-05-19,,20700.0,11150.0
SKU00705,2023-08-13,,26200.0,12450.0
SKU00706,2025-05-18,,73300.0,42150.0
SKU00707,2024-11-24,2025-01-22,32057.83,20192.55
SKU00707,2025-01-23,2025-02-16,34010.15,21422.28
SKU00707,2025-02-17,,57900.0,36470.0
SKU00708,2022-01-16,2025-10-03,14855.72,7900.08
SKU00708,2025-10-04,2025-11-14,56178.35,29874.92
SKU00708,2025-11-15,,73300.0,38980.0
SKU00709,2023-04-27,2025-02-11,8525.35,4739.46
SKU00709,2025-02-12,,27000.0,15010.0
SKU00710,2024-06-24,2025-12-31,37778.6,24243.26
SKU00710,2026-01-01,,79100.0,50760.0
SKU00711,2022-10-31,2024-05-22,22926.83,12185.33
SKU00711,2024-05-23,,86700.0,46080.0
SKU00712,2023-12-21,2024-05-03,20839.33,9879.68
SKU00712,2024-05-04,2024-09-12,24158.5,11453.26
SKU00712,2024-09-13,,52100.0,24700.0
SKU00713,2022-01-14,2026-01-26,8329.74,5042.43
SKU00713,2026-01-27,,41100.0,24880.0
SKU00714,2025-06-19,2025-11-01,11235.7,5352.28
SKU00714,2025-11-02,2026-03-13,13025.25,6204.76
SKU00714,2026-03-14,,16500.0,7860.0
SKU00715,2022-09-21,2022-11-06,8112.87,3948.61
SKU00715,2022-11-07,2026-07-12,8606.95,4189.08
SKU00715,2026-07-13,,31600.0,15380.0
SKU00716,2024-02-26,2025-08-12,7256.32,3399.01
SKU00716,2025-08-13,,17100.0,8010.0
SKU00717,2023-01-06,2023-09-14,10373.64,4990.33
SKU00717,2023-09-15,2025-01-11,13141.01,6321.6
SKU00717,2025-01-12,,35900.0,17270.0
SKU00718,2023-04-25,,82900.0,37660.0
SKU00719,2023-11-20,2024-05-29,1747.52,877.64
SKU00719,2024-05-30,2025-10-02,2086.63,1047.95
SKU00719,2025-10-03,,4500.0,2260.0
SKU00720,2023-01-16,2024-01-12,22741.09,14130.11
SKU00720,2024-01-13,2025-02-22,32423.36,20146.15
SKU00720,2025-02-23,,78700.0,48900.0
SKU00721,2023-03-07,2024-08-06,7786.54,3586.72
SKU00721,2024-08-07,2025-03-10,12869.97,5928.29
SKU00721,2025-03-11,,25400.0,11700.0
SKU00722,2023-05-16,2024-06-25,21887.72,11012.16
SKU00722,2024-06-26,,67300.0,33860.0
SKU00723,2024-04-30,,82400.0,43720.0
SKU00724,2022-11-24,,44100.0,21460.0
SKU00725,2022-09-13,,73200.0,46340.0
SKU00726,2023-02-25,2025-07-28,22351.86,13488.5
SKU00726,2025-07-29,2025-11-18,52673.63,31786.54
SKU00726,2025-11-19,,75100.0,45320.0
SKU00727,2023-12-20,2025-04-07,14559.53,6771.78
SKU00727,2025-04-08,,36400.0,16930.0
SKU00728,2024-07-12,,4100.0,2290.0
SKU00729,2023-02-28,2025-09-08,21578.03,10443.77
SKU00729,2025-09-09,,72500.0,35090.0
SKU00730,2022-04-28,,36100.0,19310.0
SKU00731,2022-06-29,2024-09-21,14144.01,6571.56
SKU00731,2024-09-22,2026-07-13,31417.93,14597.33
SKU00731,2026-07-14,,60200.0,27970.0
SKU00732,2022-05-01,,6500.0,3150.0
SKU00733,2024-05-14,2026-03-02,22906.52,12278.64
SKU00733,2026-03-03,,49400.0,26480.0
SKU00734,2022-08-18,,87100.0,48310.0
SKU00735,2023-05-29,,80300.0,39130.0
SKU00736,2024-12-03,2025-02-02,2167.09,1345.88
SKU00736,2025-02-03,,3800.0,2360.0
SKU00737,2022-04-25,,41700.0,19590.0
SKU00738,2022-10-17,,52300.0,29500.0
SKU00739,2022-07-20,2025-06-15,6219.37,3898.6
SKU00739,2025-06-16,,25700.0,16110.0
SKU00740,2022-06-08,2022-09-13,17597.78,9522.54
SKU00740,2022-09-14,2023-01-21,19229.57,10405.53
SKU00740,2023-01-22,,74900.0,40530.0
SKU00741,2023-06-04,,22800.0,11610.0
SKU00742,2025-03-20,2026-05-06,50663.47,
SKU00742,2026-05-07,2026-07-25,76633.05,
SKU00742,2026-07-26,,81300.0,
SKU00743,2023-06-29,2026-07-09,17921.59,8632.51
SKU00743,2026-07-10,,53500.0,25770.0
SKU00744,2023-10-15,2025-10-10,20510.23,13244.93
SKU00744,2025-10-11,,54400.0,35130.0
SKU00745,2024-04-05,,80900.0,42790.0
SKU00746,2024-11-13,,24500.0,13860.0
SKU00747,2023-05-08,2025-01-26,16781.67,10101.52
SKU00747,2025-01-27,2025-06-24,30309.56,18244.48
SKU00747,2025-06-25,,51600.0,31060.0
SKU00748,2023-02-27,,9200.0,5450.0
SKU00749,2023-06-10,2024-12-09,29813.48,14447.81
SKU00749,2024-12-10,2025-07-02,50755.46,24596.44
SKU00749,2025-07-03,,89000.0,43130.0
SKU00750,2022-01-20,2023-02-15,7843.34,4294.58
SKU00750,2023-02-16,2025-10-23,11518.2,6306.74
SKU00750,2025-10-24,,38700.0,21190.0
SKU00751,2023-05-27,2024-07-11,25627.82,12254.52
SKU00751,2024-07-12,,78800.0,37680.0
SKU00752,2024-06-12,2025-10-09,1767.14,912.23
SKU00752,2025-10-10,2026-05-04,2835.74,1463.86
SKU00752,2026-05-05,,3700.0,1910.0
SKU00753,2025-06-06,2025-07-15,53931.35,
SKU00753,2025-07-16,,79200.0,
SKU00754,2024-10-04,,16400.0,9730.0
SKU00755,2024-02-16,2024-04-02,2164.17,1273.04
SKU00755,2024-04-03,2026-02-01,2295.96,1350.57
SKU00755,2026-02-02,,5100.0,3000.0
SKU00756,2022-01-24,2025-04-16,8755.35,4706.0
SKU00756,2025-04-17,2025-05-04,27728.44,14904.03
SKU00756,2025-05-05,,43200.0,23220.0
SKU00757,2023-03-13,2023-05-13,22654.55,11934.26
SKU00757,2023-05-14,,73900.0,38930.0
SKU00758,2022-05-16,,44800.0,22570.0
SKU00759,2023-04-27,2024-01-17,23492.06,14341.53
SKU00759,2024-01-18,,74400.0,45420.0
SKU00760,2023-10-12,2026-04-10,25901.7,11902.72
SKU00760,2026-04-11,,68700.0,31570.0
SKU00761,2024-10-03,,40900.0,22460.0
SKU00762,2024-11-18,,47200.0,30400.0
SKU00763,2024-02-20,2025-02-17,7086.58,4086.46
SKU00763,2025-02-18,,16700.0,9630.0
SKU00764,2022-07-22,2025-07-23,16576.92,8760.36
SKU00764,2025-07-24,,68500.0,36200.0
SKU00765,2024-09-05,2026-03-24,13099.5,6069.61
SKU00765,2026-03-25,,25100.0,11630.0
SKU00766,2025-02-26,2025-11-08,40838.61,21060.62
SKU00766,2025-11-09,,67500.0,34810.0
SKU00767,2023-03-26,2025-05-21,12231.62,6241.5
SKU00767,2025-05-22,,39900.0,20360.0
SKU00768,2023-10-01,,31500.0,20190.0
SKU00769,2022-06-30,2024-05-24,14167.5,8864.67
SKU00769,2024-05-25,,60300.0,37730.0
SKU00770,2025-06-13,2026-02-03,27442.34,16717.36
SKU00770,2026-02-04,2026-07-04,34763.13,21177.05
SKU00770,2026-07-05,,40300.0,24550.0
SKU00771,2023-10-21,2025-05-30,29144.13,14070.62
SKU00771,2025-05-31,,77300.0,37320.0
SKU00772,2024-12-02,,86000.0,40570.0
SKU00773,2022-09-09,2023-02-12,13555.69,7170.65
SKU00773,2023-02-13,2023-12-18,15714.76,8312.75
SKU00773,2023-12-19,,52800.0,27930.0
SKU00774,2025-04-20,2026-05-14,41785.21,21354.75
SKU00774,2026-05-15,,65100.0,33270.0
SKU00775,2024-03-11,2024-07-19,25350.45,14943.65
SKU00775,2024-07-20,2026-05-21,28532.16,16819.21
SKU00775,2026-05-22,,58000.0,34190.0
SKU00776,2022-09-10,2023-11-24,2079.57,1183.56
SKU00776,2023-11-25,,8100.0,4610.0
SKU00777,2022-04-17,,48900.0,25570.0
SKU00778,2022-11-09,2026-02-12,4085.58,1931.12
SKU00778,2026-02-13,,15000.0,7090.0
SKU00779,2024-01-06,,66600.0,36120.0
SKU00780,2024-06-08,2025-07-26,38303.97,19414.67
SKU00780,2025-07-27,,80200.0,40650.0
SKU00781,2023-02-25,2026-03-18,21756.61,10494.36
SKU00781,2026-03-19,,73100.0,35260.0
SKU00782,2025-03-31,,26300.0,
SKU00783,2023-04-06,,75900.0,47460.0
SKU00784,2023-08-14,,40600.0,21050.0
SKU00785,2022-06-08,,75000.0,40520.0
SKU00786,2025-05-27,2025-12-15,11635.67,6545.07
SKU00786,2025-12-16,2026-04-29,14310.41,8049.61
SKU00786,2026-04-30,,17600.0,9900.0
SKU00787,2025-02-27,2025-09-19,30674.33,18440.9
SKU00787,2025-09-20,,50700.0,30480.0
SKU00788,2023-12-17,,67300.0,43720.0
SKU00789,2022-12-04,,22000.0,14090.0
SKU00790,2025-03-06,2025-06-13,18134.16,10780.79
SKU00790,2025-06-14,,29100.0,17300.0
SKU00791,2025-06-19,,45500.0,24800.0
SKU00792,2024-11-09,2025-06-27,3155.95,1600.12
SKU00792,2025-06-28,,5700.0,2890.0
SKU00793,2024-02-07,2024-12-08,22532.79,10765.67
SKU00793,2024-12-09,,53100.0,25370.0
SKU00794,2022-06-06,,36500.0,18740.0
SKU00795,2024-11-18,,48000.0,23510.0
SKU00796,2023-01-04,,63800.0,33270.0
SKU00797,2025-02-18,2025-10-26,4114.11,2649.97
SKU00797,2025-10-27,2026-07-11,5211.63,3356.91
SKU00797,2026-07-12,,6800.0,4380.0
SKU00798,2022-11-04,2024-09-01,18848.13,11295.26
SKU00798,2024-09-02,,69200.0,41470.0
SKU00799,2024-01-02,,75400.0,36130.0
SKU00800,2024-11-26,,14500.0,6660.0
