fecha_mes,id_tienda,id_producto,stock_disponible,stock_en_transito
2024-04-01,T03,SKU00545,4,0
2024-05-01,T03,SKU00545,3,1
2024-06-01,T03,SKU00545,5,0
2024-07-01,T03,SKU00545,3,0
2024-08-01,T03,SKU00545,2,0
2024-09-01,T03,SKU00545,2,0
2024-10-01,T03,SKU00545,4,1
2024-11-01,T03,SKU00545,4,1
2024-12-01,T03,SKU00545,5,0
2025-01-01,T03,SKU00545,2,2
2025-02-01,T03,SKU00545,3,1
2025-03-01,T03,SKU00545,2,0
2025-04-01,T03,SKU00545,4,0
2025-06-01,T03,SKU00545,2,0
2025-07-01,T03,SKU00545,2,0
2025-08-01,T03,SKU00545,5,0
2025-09-01,T03,SKU00545,5,3
2025-12-01,T03,SKU00545,4,0
2022-08-01,T25,SKU00545,4,3
2022-09-01,T25,SKU00545,3,3
2022-10-01,T25,SKU00545,3,0
2022-11-01,T25,SKU00545,2,0
2022-12-01,T25,SKU00545,2,0
2023-01-01,T25,SKU00545,5,0
2023-02-01,T25,SKU00545,0,0
2023-03-01,T25,SKU00545,2,0
2023-04-01,T25,SKU00545,2,2
2023-05-01,T25,SKU00545,3,0
2023-06-01,T25,SKU00545,2,2
2023-07-01,T25,SKU00545,5,1
2023-08-01,T25,SKU00545,2,1
2023-09-01,T25,SKU00545,3,0
2023-10-01,T25,SKU00545,2,0
2023-11-01,T25,SKU00545,2,1
2023-12-01,T25,SKU00545,3,0
2024-01-01,T25,SKU00545,3,1
2024-02-01,T25,SKU00545,5,2
2024-03-01,T25,SKU00545,4,0
2024-04-01,T25,SKU00545,5,1
2024-05-01,T25,SKU00545,5,0
2024-06-01,T25,SKU00545,1,3
2024-07-01,T25,SKU00545,4,1
2024-08-01,T25,SKU00545,3,0
2024-09-01,T25,SKU00545,2,0
2024-10-01,T25,SKU00545,2,0
2024-11-01,T25,SKU00545,2,0
2024-12-01,T25,SKU00545,1,2
2025-01-01,T25,SKU00545,1,0
2025-02-01,T25,SKU00545,6,3
2025-03-01,T25,SKU00545,2,0
2025-05-01,T25,SKU00545,3,0
2025-06-01,T25,SKU00545,0,1
2025-08-01,T25,SKU00545,2,0
2025-09-01,T25,SKU00545,2,1
2025-10-01,T25,SKU00545,3,0
2025-11-01,T25,SKU00545,3,0
2025-12-01,T25,SKU00545,4,0
2022-08-01,T17,SKU00545,2,0
2022-09-01,T17,SKU00545,1,0
2022-10-01,T17,SKU00545,2,0
2022-11-01,T17,SKU00545,2,0
2022-12-01,T17,SKU00545,5,0
2023-01-01,T17,SKU00545,4,0
2023-02-01,T17,SKU00545,5,1
2023-03-01,T17,SKU00545,6,0
2023-05-01,T17,SKU00545,2,1
2023-06-01,T17,SKU00545,3,1
2023-08-01,T17,SKU00545,4,0
2023-09-01,T17,SKU00545,2,1
2023-10-01,T17,SKU00545,4,1
2023-11-01,T17,SKU00545,5,0
2023-12-01,T17,SKU00545,4,1
2024-01-01,T17,SKU00545,2,1
2024-02-01,T17,SKU00545,3,0
2024-03-01,T17,SKU00545,2,0
2024-04-01,T17,SKU00545,4,0
2024-05-01,T17,SKU00545,2,1
2024-06-01,T17,SKU00545,5,0
2024-07-01,T17,SKU00545,2,0
2024-08-01,T17,SKU00545,4,1
2024-09-01,T17,SKU00545,-4,1
2024-10-01,T17,SKU00545,3,1
2024-11-01,T17,SKU00545,4,1
2025-01-01,T17,SKU00545,2,0
2025-02-01,T17,SKU00545,4,1
2025-03-01,T17,SKU00545,5,1
2025-04-01,T17,SKU00545,0,0
2025-05-01,T17,SKU00545,2,1
2025-07-01,T17,SKU00545,4,0
2025-08-01,T17,SKU00545,3,0
2025-09-01,T17,SKU00545,4,0
2025-10-01,T17,SKU00545,2,0
2025-11-01,T17,SKU00545,2,0
2025-12-01,T17,SKU00545,2,0
2022-08-01,T11,SKU00545,3,0
2022-09-01,T11,SKU00545,1,0
2022-10-01,T11,SKU00545,2,0
2022-11-01,T11,SKU00545,5,1
2022-12-01,T11,SKU00545,6,0
2023-01-01,T11,SKU00545,3,0
2023-02-01,T11,SKU00545,4,2
2023-03-01,T11,SKU00545,3,0
2023-04-01,T11,SKU00545,3,0
2023-05-01,T11,SKU00545,1,0
2023-06-01,T11,SKU00545,4,0
2023-07-01,T11,SKU00545,4,0
2023-08-01,T11,SKU00545,4,3
2023-09-01,T11,SKU00545,-4,0
2023-11-01,T11,SKU00545,1,0
2023-12-01,T11,SKU00545,3,0
2024-01-01,T11,SKU00545,5,0
2024-02-01,T11,SKU00545,2,0
2024-03-01,T11,SKU00545,2,0
2024-04-01,T11,SKU00545,4,1
2024-05-01,T11,SKU00545,3,2
2024-06-01,T11,SKU00545,3,1
2024-07-01,T11,SKU00545,3,0
2024-08-01,T11,SKU00545,3,0
2024-09-01,T11,SKU00545,4,1
2024-10-01,T11,SKU00545,2,1
2024-11-01,T11,SKU00545,4,1
2024-12-01,T11,SKU00545,3,1
2025-01-01,T11,SKU00545,6,2
2025-02-01,T11,SKU00545,3,0
2025-03-01,T11,SKU00545,4,0
2025-05-01,T11,SKU00545,2,1
2025-06-01,T11,SKU00545,4,0
2025-07-01,T11,SKU00545,6,0
2025-09-01,T11,SKU00545,4,2
2025-10-01,T11,SKU00545,4,2
2025-11-01,T11,SKU00545,4,0
2025-12-01,T11,SKU00545,2,1
2023-05-01,T15,SKU00546,37,6
2023-06-01,T15,SKU00546,41,5
2023-07-01,T15,SKU00546,38,9
2023-08-01,T15,SKU00546,55,7
2023-09-01,T15,SKU00546,41,6
2023-10-01,T15,SKU00546,17,4
2023-11-01,T15,SKU00546,23,5
2023-12-01,T15,SKU00546,37,3
2024-01-01,T15,SKU00546,37,7
2024-02-01,T15,SKU00546,14,6
2024-03-01,T15,SKU00546,41,3
2024-04-01,T15,SKU00546,34,5
2024-05-01,T15,SKU00546,25,7
2024-06-01,T15,SKU00546,30,6
2024-07-01,T15,SKU00546,44,7
2024-08-01,T15,SKU00546,57,7
2024-09-01,T15,SKU00546,27,7
2024-11-01,T15,SKU00546,54,5
2024-12-01,T15,SKU00546,30,7
2025-01-01,T15,SKU00546,28,5
2025-02-01,T15,SKU00546,2,4
2025-03-01,T15,SKU00546,39,8
2025-04-01,T15,SKU00546,0,3
2025-05-01,T15,SKU00546,51,7
2025-06-01,T15,SKU00546,26,7
2025-07-01,T15,SKU00546,33,4
2025-08-01,T15,SKU00546,30,8
2025-09-01,T15,SKU00546,59,6
2025-10-01,T15,SKU00546,31,5
2025-11-01,T15,SKU00546,47,8
2025-12-01,T15,SKU00546,38,3
2023-06-01,T17,SKU00546,13,4
2023-07-01,T17,SKU00546,43,7
2023-08-01,T17,SKU00546,35,2
2023-09-01,T17,SKU00546,40,4
2023-10-01,T17,SKU00546,26,10
2023-11-01,T17,SKU00546,36,5
2023-12-01,T17,SKU00546,61,5
2024-01-01,T17,SKU00546,49,7
2024-03-01,T17,SKU00546,16,4
2024-04-01,T17,SKU00546,28,3
2024-05-01,T17,SKU00546,26,8
2024-06-01,T17,SKU00546,36,7
2024-07-01,T17,SKU00546,37,2
2024-08-01,T17,SKU00546,42,2
2024-09-01,T17,SKU00546,19,7
2024-10-01,T17,SKU00546,37,10
2024-11-01,T17,SKU00546,22,8
2024-12-01,T17,SKU00546,43,7
2025-01-01,T17,SKU00546,42,4
2025-02-01,T17,SKU00546,41,9
2025-03-01,T17,SKU00546,28,5
2025-04-01,T17,SKU00546,31,5
2025-05-01,T17,SKU00546,50,8
2025-06-01,T17,SKU00546,54,4
2025-07-01,T17,SKU00546,37,8
2025-08-01,T17,SKU00546,-37,3
2025-10-01,T17,SKU00546,38,14
2025-11-01,T17,SKU00546,39,9
2025-12-01,T17,SKU00546,26,5
2023-05-01,T16,SKU00546,16,7
2023-06-01,T16,SKU00546,15,8
2023-07-01,T16,SKU00546,31,8
2023-08-01,T16,SKU00546,35,7
2023-09-01,T16,SKU00546,64,5
2023-10-01,T16,SKU00546,14,9
2023-11-01,T16,SKU00546,33,6
2023-12-01,T16,SKU00546,55,3
2024-02-01,T16,SKU00546,73,4
2024-03-01,T16,SKU00546,45,7
2024-04-01,T16,SKU00546,54,7
2024-05-01,T16,SKU00546,44,5
2024-06-01,T16,SKU00546,29,3
2024-07-01,T16,SKU00546,53,8
2024-09-01,T16,SKU00546,40,7
2024-10-01,T16,SKU00546,-30,6
2024-11-01,T16,SKU00546,28,11
2024-12-01,T16,SKU00546,74,7
2025-01-01,T16,SKU00546,33,6
2025-02-01,T16,SKU00546,19,9
2025-03-01,T16,SKU00546,22,8
2025-04-01,T16,SKU00546,17,7
2025-05-01,T16,SKU00546,33,5
2025-06-01,T16,SKU00546,46,5
2025-07-01,T16,SKU00546,25,8
2025-08-01,T16,SKU00546,28,3
2025-09-01,T16,SKU00546,41,2
2025-10-01,T16,SKU00546,7,5
2025-11-01,T16,SKU00546,48,6
2025-12-01,T16,SKU00546,35,4
2023-05-01,T01,SKU00546,59,7
2023-06-01,T01,SKU00546,20,10
2023-08-01,T01,SKU00546,45,4
2023-09-01,T01,SKU00546,26,0
2023-10-01,T01,SKU00546,39,4
2023-11-01,T01,SKU00546,43,10
2023-12-01,T01,SKU00546,26,4
2024-01-01,T01,SKU00546,40,9
2024-02-01,T01,SKU00546,29,3
2024-03-01,T01,SKU00546,26,1
2024-04-01,T01,SKU00546,59,10
2024-05-01,T01,SKU00546,36,5
2024-06-01,T01,SKU00546,39,4
2024-07-01,T01,SKU00546,55,5
2024-08-01,T01,SKU00546,41,6
2024-09-01,T01,SKU00546,27,3
2024-10-01,T01,SKU00546,34,6
2024-11-01,T01,SKU00546,6,7
2024-12-01,T01,SKU00546,8,5
2025-01-01,T01,SKU00546,25,5
2025-02-01,T01,SKU00546,34,8
2025-04-01,T01,SKU00546,33,5
2025-05-01,T01,SKU00546,43,5
2025-06-01,T01,SKU00546,34,6
2025-07-01,T01,SKU00546,18,6
2025-08-01,T01,SKU00546,44,4
2025-09-01,T01,SKU00546,48,10
2025-10-01,T01,SKU00546,34,5
2025-11-01,T01,SKU00546,9,2
2025-12-01,T01,SKU00546,34,8
2023-05-01,T05,SKU00546,56,7
2023-06-01,T05,SKU00546,13,10
2023-07-01,T05,SKU00546,30,4
2023-08-01,T05,SKU00546,49,5
2023-09-01,T05,SKU00546,40,11
2023-10-01,T05,SKU00546,34,4
2023-11-01,T05,SKU00546,33,4
2023-12-01,T05,SKU00546,50,10
2024-01-01,T05,SKU00546,22,1
2024-02-01,T05,SKU00546,18,3
2024-03-01,T05,SKU00546,24,7
2024-04-01,T05,SKU00546,37,6
2024-05-01,T05,SKU00546,32,7
2024-06-01,T05,SKU00546,45,3
2024-07-01,T05,SKU00546,34,5
2024-08-01,T05,SKU00546,38,5
2024-09-01,T05,SKU00546,7,7
2024-10-01,T05,SKU00546,40,11
2024-11-01,T05,SKU00546,18,5
2024-12-01,T05,SKU00546,28,3
2025-01-01,T05,SKU00546,19,5
2025-03-01,T05,SKU00546,25,3
2025-04-01,T05,SKU00546,39,6
2025-05-01,T05,SKU00546,19,4
2025-06-01,T05,SKU00546,36,13
2025-07-01,T05,SKU00546,57,5
2025-08-01,T05,SKU00546,38,5
2025-09-01,T05,SKU00546,39,3
2025-10-01,T05,SKU00546,23,4
2025-11-01,T05,SKU00546,14,7
2025-12-01,T05,SKU00546,15,3
2023-05-01,T08,SKU00546,43,4
2023-06-01,T08,SKU00546,70,9
2023-07-01,T08,SKU00546,57,2
2023-08-01,T08,SKU00546,47,4
2023-09-01,T08,SKU00546,30,9
2023-10-01,T08,SKU00546,44,1
2023-11-01,T08,SKU00546,33,3
2023-12-01,T08,SKU00546,54,5
2024-01-01,T08,SKU00546,44,5
2024-02-01,T08,SKU00546,33,5
2024-03-01,T08,SKU00546,25,8
2024-04-01,T08,SKU00546,46,4
2024-05-01,T08,SKU00546,63,5
2024-06-01,T08,SKU00546,31,6
2024-07-01,T08,SKU00546,43,5
2024-08-01,T08,SKU00546,18,6
2024-09-01,T08,SKU00546,48,7
2024-10-01,T08,SKU00546,28,7
2024-11-01,T08,SKU00546,35,10
2025-01-01,T08,SKU00546,37,7
2025-02-01,T08,SKU00546,19,10
2025-03-01,T08,SKU00546,26,6
2025-04-01,T08,SKU00546,47,7
2025-05-01,T08,SKU00546,18,8
2025-06-01,T08,SKU00546,36,12
2025-07-01,T08,SKU00546,56,5
2025-08-01,T08,SKU00546,45,9
2025-09-01,T08,SKU00546,12,3
2025-10-01,T08,SKU00546,38,8
2025-11-01,T08,SKU00546,15,5
2025-12-01,T08,SKU00546,49,5
2023-05-01,T26,SKU00546,30,4
2023-06-01,T26,SKU00546,45,6
2023-07-01,T26,SKU00546,14,5
2023-09-01,T26,SKU00546,38,7
2023-10-01,T26,SKU00546,60,2
2023-11-01,T26,SKU00546,20,3
2023-12-01,T26,SKU00546,39,5
2024-01-01,T26,SKU00546,65,5
2024-03-01,T26,SKU00546,56,9
2024-04-01,T26,SKU00546,39,3
2024-05-01,T26,SKU00546,20,9
2024-06-01,T26,SKU00546,20,6
2024-07-01,T26,SKU00546,32,5
2024-08-01,T26,SKU00546,32,6
2024-09-01,T26,SKU00546,37,3
2024-10-01,T26,SKU00546,40,7
2024-11-01,T26,SKU00546,41,8
2024-12-01,T26,SKU00546,36,9
2025-01-01,T26,SKU00546,40,5
2025-02-01,T26,SKU00546,36,5
2025-03-01,T26,SKU00546,23,7
2025-04-01,T26,SKU00546,43,4
2025-05-01,T26,SKU00546,47,0
2025-06-01,T26,SKU00546,43,6
2025-07-01,T26,SKU00546,30,6
2025-08-01,T26,SKU00546,58,6
2025-09-01,T26,SKU00546,39,6
2025-10-01,T26,SKU00546,24,5
2025-11-01,T26,SKU00546,49,5
2025-12-01,T26,SKU00546,33,4
2023-05-01,T11,SKU00546,45,6
2023-06-01,T11,SKU00546,41,8
2023-07-01,T11,SKU00546,30,4
2023-08-01,T11,SKU00546,42,10
2023-09-01,T11,SKU00546,33,5
2023-10-01,T11,SKU00546,42,3
2024-01-01,T11,SKU00546,36,5
2024-02-01,T11,SKU00546,31,2
2024-03-01,T11,SKU00546,21,11
2024-04-01,T11,SKU00546,19,10
2024-05-01,T11,SKU00546,22,6
2024-06-01,T11,SKU00546,36,7
2024-07-01,T11,SKU00546,29,5
2024-08-01,T11,SKU00546,34,5
2024-09-01,T11,SKU00546,52,9
2024-10-01,T11,SKU00546,30,7
2024-11-01,T11,SKU00546,32,8
2024-12-01,T11,SKU00546,60,7
2025-01-01,T11,SKU00546,20,9
2025-02-01,T11,SKU00546,33,6
2025-03-01,T11,SKU00546,41,5
2025-04-01,T11,SKU00546,51,4
2025-05-01,T11,SKU00546,26,6
2025-06-01,T11,SKU00546,20,7
2025-07-01,T11,SKU00546,21,4
2025-08-01,T11,SKU00546,52,6
2025-09-01,T11,SKU00546,41,9
2025-10-01,T11,SKU00546,19,4
2025-11-01,T11,SKU00546,45,6
2025-12-01,T11,SKU00546,48,4
2023-05-01,T13,SKU00546,45,5
2023-06-01,T13,SKU00546,34,7
2023-07-01,T13,SKU00546,46,4
2023-08-01,T13,SKU00546,61,6
2023-09-01,T13,SKU00546,45,7
2023-10-01,T13,SKU00546,29,5
2023-11-01,T13,SKU00546,24,5
2023-12-01,T13,SKU00546,14,6
2024-01-01,T13,SKU00546,22,8
2024-02-01,T13,SKU00546,27,8
2024-03-01,T13,SKU00546,31,4
2024-04-01,T13,SKU00546,58,6
2024-05-01,T13,SKU00546,36,8
2024-06-01,T13,SKU00546,32,5
2024-07-01,T13,SKU00546,65,6
2024-08-01,T13,SKU00546,26,3
2024-09-01,T13,SKU00546,66,1
2024-10-01,T13,SKU00546,52,5
2024-11-01,T13,SKU00546,33,3
2024-12-01,T13,SKU00546,47,7
2025-01-01,T13,SKU00546,32,5
2025-02-01,T13,SKU00546,38,5
2025-03-01,T13,SKU00546,36,3
2025-05-01,T13,SKU00546,44,3
2025-06-01,T13,SKU00546,43,5
2025-07-01,T13,SKU00546,44,6
2025-08-01,T13,SKU00546,31,3
2025-09-01,T13,SKU00546,48,6
2025-10-01,T13,SKU00546,43,7
2025-11-01,T13,SKU00546,47,4
2025-12-01,T13,SKU00546,51,2
2023-05-01,T18,SKU00546,62,10
2023-06-01,T18,SKU00546,25,9
2023-07-01,T18,SKU00546,33,7
2023-08-01,T18,SKU00546,39,2
2023-09-01,T18,SKU00546,23,5
2023-10-01,T18,SKU00546,44,4
2023-11-01,T18,SKU00546,22,3
2023-12-01,T18,SKU00546,40,7
2024-01-01,T18,SKU00546,39,9
2024-02-01,T18,SKU00546,34,6
2024-03-01,T18,SKU00546,11,6
2024-04-01,T18,SKU00546,0,4
2024-05-01,T18,SKU00546,30,8
2024-06-01,T18,SKU00546,49,5
2024-07-01,T18,SKU00546,30,5
2024-08-01,T18,SKU00546,8,4
2024-10-01,T18,SKU00546,32,5
2024-11-01,T18,SKU00546,38,5
2024-12-01,T18,SKU00546,44,6
2025-01-01,T18,SKU00546,32,8
2025-02-01,T18,SKU00546,34,6
2025-03-01,T18,SKU00546,40,6
2025-04-01,T18,SKU00546,48,6
2025-05-01,T18,SKU00546,29,7
2025-06-01,T18,SKU00546,39,5
2025-07-01,T18,SKU00546,25,4
2025-08-01,T18,SKU00546,54,4
2025-09-01,T18,SKU00546,37,6
2025-10-01,T18,SKU00546,40,8
2025-11-01,T18,SKU00546,33,3
2025-12-01,T18,SKU00546,30,8
2023-06-01,T27,SKU00546,45,4
2023-07-01,T27,SKU00546,43,5
2023-08-01,T27,SKU00546,30,5
2023-09-01,T27,SKU00546,34,5
2023-10-01,T27,SKU00546,35,5
2023-11-01,T27,SKU00546,42,7
2023-12-01,T27,SKU00546,39,6
2024-01-01,T27,SKU00546,46,4
2024-02-01,T27,SKU00546,37,4
2024-03-01,T27,SKU00546,46,5
2024-04-01,T27,SKU00546,10,3
2024-05-01,T27,SKU00546,25,6
2024-06-01,T27,SKU00546,34,5
2024-08-01,T27,SKU00546,35,6
2024-09-01,T27,SKU00546,35,2
2024-10-01,T27,SKU00546,8,4
2024-11-01,T27,SKU00546,38,7
2024-12-01,T27,SKU00546,48,9
2025-01-01,T27,SKU00546,40,8
2025-02-01,T27,SKU00546,30,9
2025-03-01,T27,SKU00546,37,4
2025-04-01,T27,SKU00546,39,6
2025-05-01,T27,SKU00546,35,3
2025-06-01,T27,SKU00546,34,8
2025-07-01,T27,SKU00546,38,5
2025-09-01,T27,SKU00546,21,7
2025-10-01,T27,SKU00546,56,3
2025-11-01,T27,SKU00546,34,7
2025-12-01,T27,SKU00546,34,8
2023-05-01,T23,SKU00546,34,12
2023-06-01,T23,SKU00546,16,8
2023-07-01,T23,SKU00546,21,6
2023-09-01,T23,SKU00546,40,9
2023-10-01,T23,SKU00546,48,5
2023-11-01,T23,SKU00546,37,7
2023-12-01,T23,SKU00546,28,9
2024-01-01,T23,SKU00546,41,5
2024-02-01,T23,SKU00546,38,6
2024-03-01,T23,SKU00546,39,3
2024-04-01,T23,SKU00546,54,6
2024-05-01,T23,SKU00546,20,7
2024-06-01,T23,SKU00546,47,7
2024-07-01,T23,SKU00546,40,4
2024-08-01,T23,SKU00546,35,7
2024-09-01,T23,SKU00546,30,8
2024-10-01,T23,SKU00546,37,5
2024-11-01,T23,SKU00546,40,10
2024-12-01,T23,SKU00546,45,5
2025-01-01,T23,SKU00546,18,8
2025-02-01,T23,SKU00546,16,6
2025-03-01,T23,SKU00546,40,5
2025-04-01,T23,SKU00546,30,5
2025-05-01,T23,SKU00546,36,5
2025-06-01,T23,SKU00546,42,5
2025-07-01,T23,SKU00546,47,2
2025-08-01,T23,SKU00546,40,9
2025-09-01,T23,SKU00546,41,6
2025-10-01,T23,SKU00546,27,12
2025-11-01,T23,SKU00546,23,4
2025-12-01,T23,SKU00546,42,8
2023-05-01,T20,SKU00546,27,7
2023-06-01,T20,SKU00546,24,8
2023-07-01,T20,SKU00546,22,5
2023-08-01,T20,SKU00546,44,6
2023-09-01,T20,SKU00546,29,6
2023-10-01,T20,SKU00546,27,4
2023-11-01,T20,SKU00546,45,6
2023-12-01,T20,SKU00546,37,5
2024-02-01,T20,SKU00546,27,6
2024-03-01,T20,SKU00546,32,4
2024-04-01,T20,SKU00546,51,5
2024-05-01,T20,SKU00546,27,4
2024-06-01,T20,SKU00546,27,4
2024-07-01,T20,SKU00546,36,3
2024-08-01,T20,SKU00546,46,5
2024-09-01,T20,SKU00546,43,3
2024-10-01,T20,SKU00546,29,3
2024-11-01,T20,SKU00546,18,5
2024-12-01,T20,SKU00546,44,2
2025-01-01,T20,SKU00546,49,1
2025-02-01,T20,SKU00546,31,7
2025-03-01,T20,SKU00546,13,4
2025-04-01,T20,SKU00546,35,5
2025-05-01,T20,SKU00546,43,5
2025-06-01,T20,SKU00546,42,6
2025-07-01,T20,SKU00546,31,6
2025-08-01,T20,SKU00546,37,3
2025-09-01,T20,SKU00546,53,2
2025-10-01,T20,SKU00546,47,7
2025-11-01,T20,SKU00546,25,6
2025-12-01,T20,SKU00546,45,8
2023-06-01,T06,SKU00546,32,4
2023-07-01,T06,SKU00546,28,8
2023-08-01,T06,SKU00546,34,12
2023-09-01,T06,SKU00546,34,6
2023-10-01,T06,SKU00546,30,8
2023-11-01,T06,SKU00546,26,8
2023-12-01,T06,SKU00546,42,8
2024-01-01,T06,SKU00546,42,6
2024-02-01,T06,SKU00546,56,3
2024-03-01,T06,SKU00546,42,3
2024-04-01,T06,SKU00546,28,4
2024-05-01,T06,SKU00546,45,5
2024-06-01,T06,SKU00546,30,5
2024-07-01,T06,SKU00546,27,3
2024-08-01,T06,SKU00546,37,6
2024-09-01,T06,SKU00546,26,6
2024-10-01,T06,SKU00546,16,7
2024-11-01,T06,SKU00546,24,9
2024-12-01,T06,SKU00546,33,7
2025-01-01,T06,SKU00546,36,6
2025-03-01,T06,SKU00546,37,6
2025-04-01,T06,SKU00546,61,9
2025-05-01,T06,SKU00546,20,3
2025-06-01,T06,SKU00546,23,7
2025-07-01,T06,SKU00546,26,8
2025-08-01,T06,SKU00546,41,5
2025-09-01,T06,SKU00546,44,4
2025-10-01,T06,SKU00546,32,7
2025-11-01,T06,SKU00546,47,3
2025-12-01,T06,SKU00546,2,3
2023-05-01,T19,SKU00546,34,5
2023-06-01,T19,SKU00546,13,6
2023-07-01,T19,SKU00546,46,8
2023-08-01,T19,SKU00546,37,9
2023-09-01,T19,SKU00546,44,4
2023-10-01,T19,SKU00546,59,4
2023-11-01,T19,SKU00546,61,5
2023-12-01,T19,SKU00546,29,6
2024-01-01,T19,SKU00546,37,5
2024-02-01,T19,SKU00546,29,3
2024-03-01,T19,SKU00546,19,7
2024-04-01,T19,SKU00546,36,7
2024-05-01,T19,SKU00546,38,5
2024-06-01,T19,SKU00546,39,11
2024-07-01,T19,SKU00546,49,6
2024-08-01,T19,SKU00546,47,2
2024-09-01,T19,SKU00546,27,5
2024-10-01,T19,SKU00546,34,6
2024-11-01,T19,SKU00546,32,6
2024-12-01,T19,SKU00546,25,5
2025-01-01,T19,SKU00546,17,5
2025-02-01,T19,SKU00546,49,5
2025-03-01,T19,SKU00546,27,5
2025-04-01,T19,SKU00546,-48,6
2025-05-01,T19,SKU00546,26,5
2025-06-01,T19,SKU00546,46,2
2025-08-01,T19,SKU00546,48,5
2025-09-01,T19,SKU00546,39,2
2025-10-01,T19,SKU00546,20,7
2025-11-01,T19,SKU00546,38,6
2025-12-01,T19,SKU00546,47,5
2023-05-01,T07,SKU00546,30,9
2023-06-01,T07,SKU00546,34,4
2023-07-01,T07,SKU00546,43,2
2023-08-01,T07,SKU00546,34,6
2023-09-01,T07,SKU00546,41,3
2023-10-01,T07,SKU00546,32,7
2023-11-01,T07,SKU00546,33,7
2023-12-01,T07,SKU00546,38,6
2024-01-01,T07,SKU00546,23,5
2024-02-01,T07,SKU00546,31,3
2024-03-01,T07,SKU00546,64,5
2024-04-01,T07,SKU00546,18,8
2024-05-01,T07,SKU00546,24,9
2024-06-01,T07,SKU00546,8,7
2024-07-01,T07,SKU00546,23,5
2024-08-01,T07,SKU00546,43,9
2024-09-01,T07,SKU00546,6,7
2024-10-01,T07,SKU00546,34,4
2024-12-01,T07,SKU00546,34,8
2025-01-01,T07,SKU00546,22,4
2025-02-01,T07,SKU00546,48,6
2025-03-01,T07,SKU00546,30,7
2025-04-01,T07,SKU00546,40,10
2025-05-01,T07,SKU00546,32,8
2025-07-01,T07,SKU00546,31,5
2025-08-01,T07,SKU00546,25,5
2025-10-01,T07,SKU00546,59,8
2025-11-01,T07,SKU00546,34,7
2025-12-01,T07,SKU00546,21,2
2023-05-01,T12,SKU00546,47,7
2023-08-01,T12,SKU00546,27,4
2023-09-01,T12,SKU00546,39,8
2023-10-01,T12,SKU00546,42,4
2023-11-01,T12,SKU00546,24,7
2024-01-01,T12,SKU00546,54,9
2024-02-01,T12,SKU00546,46,7
2024-03-01,T12,SKU00546,32,4
2024-04-01,T12,SKU00546,32,7
2024-05-01,T12,SKU00546,33,7
2024-06-01,T12,SKU00546,28,9
2024-07-01,T12,SKU00546,43,8
2024-08-01,T12,SKU00546,29,11
2024-10-01,T12,SKU00546,23,3
2024-11-01,T12,SKU00546,27,7
2024-12-01,T12,SKU00546,30,2
2025-01-01,T12,SKU00546,31,3
2025-02-01,T12,SKU00546,33,6
2025-03-01,T12,SKU00546,42,4
2025-04-01,T12,SKU00546,22,5
2025-05-01,T12,SKU00546,24,5
2025-06-01,T12,SKU00546,45,3
2025-07-01,T12,SKU00546,47,8
2025-08-01,T12,SKU00546,18,4
2025-09-01,T12,SKU00546,20,7
2025-10-01,T12,SKU00546,28,4
2025-11-01,T12,SKU00546,20,3
2025-12-01,T12,SKU00546,21,6
2023-06-01,T22,SKU00546,27,6
2023-07-01,T22,SKU00546,34,4
2023-08-01,T22,SKU00546,43,12
2023-09-01,T22,SKU00546,28,7
2023-10-01,T22,SKU00546,36,8
2023-11-01,T22,SKU00546,44,3
2023-12-01,T22,SKU00546,35,5
2024-01-01,T22,SKU00546,21,4
2024-02-01,T22,SKU00546,55,3
2024-03-01,T22,SKU00546,56,7
2024-04-01,T22,SKU00546,35,5
2024-05-01,T22,SKU00546,37,4
2024-06-01,T22,SKU00546,17,2
2024-07-01,T22,SKU00546,30,9
2024-08-01,T22,SKU00546,46,3
2024-09-01,T22,SKU00546,42,7
2024-11-01,T22,SKU00546,46,5
2024-12-01,T22,SKU00546,20,9
2025-01-01,T22,SKU00546,18,7
2025-02-01,T22,SKU00546,31,10
2025-03-01,T22,SKU00546,44,5
2025-04-01,T22,SKU00546,24,4
2025-05-01,T22,SKU00546,13,7
2025-06-01,T22,SKU00546,29,7
2025-07-01,T22,SKU00546,36,8
2025-08-01,T22,SKU00546,15,3
2025-10-01,T22,SKU00546,30,6
2025-11-01,T22,SKU00546,22,8
2025-12-01,T22,SKU00546,40,6
2023-05-01,T14,SKU00546,21,6
2023-06-01,T14,SKU00546,34,6
2023-07-01,T14,SKU00546,24,4
2023-08-01,T14,SKU00546,63,7
2023-09-01,T14,SKU00546,35,5
2023-10-01,T14,SKU00546,26,8
2023-11-01,T14,SKU00546,38,4
2023-12-01,T14,SKU00546,24,9
2024-03-01,T14,SKU00546,52,3
2024-04-01,T14,SKU00546,26,8
2024-06-01,T14,SKU00546,36,4
2024-07-01,T14,SKU00546,60,7
2024-08-01,T14,SKU00546,33,8
2024-09-01,T14,SKU00546,29,5
2024-10-01,T14,SKU00546,49,2
2024-11-01,T14,SKU00546,36,9
2024-12-01,T14,SKU00546,31,7
2025-01-01,T14,SKU00546,37,2
2025-02-01,T14,SKU00546,39,12
2025-03-01,T14,SKU00546,35,7
2025-04-01,T14,SKU00546,45,6
2025-06-01,T14,SKU00546,38,5
2025-07-01,T14,SKU00546,51,9
2025-08-01,T14,SKU00546,34,8
