id_transferencia,id_producto,origen,destino,fecha_envio,fecha_recepcion,unidades
TRF02165,SKU00324,T24,T11,2025-01-08,2025-01-29,54
TRF02166,SKU00708,T04,DEP-CENTRAL,2022-06-11,2022-06-24,49
TRF02167,SKU00207,T18,T21,2024-03-20,2024-03-29,12
TRF02168,SKU00597,T04,T09,2025-11-22,2025-12-02,21
TRF02169,SKU00251,T08,T20,2023-08-20,2023-09-08,59
TRF02170,SKU00691,DEP-CENTRAL,T20,2025-12-12,2025-12-25,59
TRF02171,SKU00543,DEP-CENTRAL,T12,2025-09-24,2025-10-02,54
TRF02172,SKU00347,T25,T18,2026-05-16,2026-05-25,20
TRF02173,SKU00789,T06,DEP-CENTRAL,2024-09-10,2024-09-21,3
TRF02174,SKU00716,T25,DEP-CENTRAL,2026-02-26,2026-03-07,13
TRF02175,SKU00318,T16,DEP-CENTRAL,2024-08-19,2024-08-27,50
TRF02176,SKU00076,T13,T12,2024-07-22,2024-07-25,23
TRF02177,SKU00611,T02,T08,2026-04-05,2026-04-18,13
TRF02178,SKU00646,T20,T02,2026-06-03,2026-06-15,8
TRF02179,SKU00115,DEP-CENTRAL,T25,2025-01-12,2025-01-19,47
TRF02180,SKU00142,DEP-CENTRAL,T07,2024-10-08,2024-10-29,29
TRF02181,SKU00775,DEP-CENTRAL,T08,2025-11-18,2025-12-05,26
TRF02182,SKU00310,T17,T10,2025-06-27,2025-07-06,33
TRF02183,SKU00407,DEP-CENTRAL,T14,2026-02-26,2026-03-08,36
TRF02184,SKU00455,DEP-CENTRAL,T12,2025-07-16,2025-08-04,42
TRF02185,SKU00002,DEP-CENTRAL,T06,2024-12-06,2024-12-11,28
TRF02186,SKU00260,DEP-CENTRAL,T15,2025-09-18,2025-09-30,28
TRF02187,SKU00299,T17,T20,2026-07-13,2026-07-27,52
TRF02188,SKU00001,T23,T09,2025-03-03,2025-03-23,22
TRF02189,SKU00627,T19,T01,2023-08-22,2023-08-26,59
TRF02190,SKU00732,DEP-CENTRAL,T22,2022-08-19,2022-09-02,20
TRF02191,SKU00004,T13,T12,2024-08-15,2024-09-01,53
TRF02192,SKU00155,T06,T05,2026-08-27,2026-09-02,56
TRF02193,SKU00200,DEP-CENTRAL,T21,2024-12-26,2024-12-29,24
TRF02194,SKU00497,T26,T13,2024-02-16,2024-02-25,38
TRF02195,SKU00732,T23,T02,2025-11-14,2025-12-05,10
TRF02196,SKU00523,DEP-CENTRAL,T05,2024-11-04,2024-11-09,51
TRF02197,SKU00453,T25,T11,2025-10-05,2025-10-24,16
TRF02198,SKU00573,T09,T28,2024-11-27,2024-12-11,25
TRF02199,SKU00598,T04,T28,2025-07-27,2025-08-11,29
TRF02200,SKU00776,T08,T21,2025-10-15,2025-10-25,53
TRF02201,SKU00101,T22,T27,2023-08-09,2023-08-15,4
TRF02202,SKU00352,DEP-CENTRAL,T02,2024-12-07,2024-12-28,14
TRF02203,SKU00497,T11,T09,2024-01-17,2024-01-30,19
TRF02204,SKU00098,T23,T10,2024-10-03,2024-10-18,26
TRF02205,SKU00164,DEP-CENTRAL,T04,2025-01-22,2025-02-03,14
TRF02206,SKU00193,T27,T21,2025-04-09,2025-04-15,36
TRF02207,SKU00363,DEP-CENTRAL,T17,2025-10-25,2025-10-28,54
TRF02208,SKU00497,DEP-CENTRAL,T26,2024-04-11,2024-04-27,15
TRF02209,SKU00792,DEP-CENTRAL,T16,2026-05-26,2026-06-11,7
TRF02210,SKU00745,DEP-CENTRAL,T23,2024-12-06,2024-12-12,59
TRF02211,SKU00530,T13,T07,2024-02-23,2024-03-11,36
TRF02212,SKU00721,T24,T02,2025-11-10,2025-11-19,52
TRF02213,SKU00420,T16,DEP-CENTRAL,2024-12-03,2024-12-09,16
TRF02214,SKU00635,T18,T22,2023-04-14,2023-04-28,5
TRF02215,SKU00662,T04,T25,2025-06-17,2025-06-27,14
TRF02216,SKU00489,DEP-CENTRAL,T09,2026-07-18,2026-07-21,55
TRF02217,SKU00161,DEP-CENTRAL,T10,2026-03-15,2026-03-30,11
TRF02218,SKU00059,T27,T05,2023-02-09,2023-02-28,25
TRF02219,SKU00166,DEP-CENTRAL,T10,2026-04-17,2026-04-29,12
TRF02220,SKU00320,DEP-CENTRAL,T14,2023-01-23,2023-01-29,25
TRF02221,SKU00515,DEP-CENTRAL,T09,2022-12-26,2022-12-30,24
TRF02222,SKU00778,DEP-CENTRAL,T21,2023-07-04,2023-07-20,7
TRF02223,SKU00245,DEP-CENTRAL,T01,2025-12-10,2025-12-20,18
TRF02224,SKU00706,DEP-CENTRAL,T23,2026-07-15,2026-07-23,56
TRF02225,SKU00433,T18,T04,2026-07-05,2026-07-18,35
TRF02226,SKU00510,DEP-CENTRAL,T24,2026-03-14,2026-04-01,19
TRF02227,SKU00698,T09,T28,2024-07-15,2024-07-18,10
TRF02228,SKU00147,T25,T07,2024-06-21,2024-07-12,16
TRF02229,SKU00616,DEP-CENTRAL,T03,2024-11-21,2024-11-25,24
TRF02230,SKU00364,T05,T20,2023-12-17,2023-12-28,48
TRF02231,SKU00076,DEP-CENTRAL,T25,2023-05-03,2023-05-23,47
TRF02232,SKU00437,DEP-CENTRAL,T08,2024-09-07,2024-09-17,11
TRF02233,SKU00296,T24,T11,2026-04-17,2026-05-07,28
TRF02234,SKU00583,T21,T17,2023-02-02,2023-02-17,50
TRF02235,SKU00360,DEP-CENTRAL,T04,2022-07-04,2022-07-24,4
TRF02236,SKU00389,DEP-CENTRAL,T06,2024-06-16,2024-07-06,58
TRF02237,SKU00673,T06,T16,2023-03-16,2023-03-21,21
TRF02238,SKU00313,T25,T08,2023-08-13,2023-08-19,55
TRF02239,SKU00109,T08,T14,2023-06-21,2023-07-02,18
TRF02240,SKU00711,DEP-CENTRAL,T14,2025-01-16,2025-01-31,51
TRF02241,SKU00513,T05,DEP-CENTRAL,2026-03-18,2026-03-27,57
TRF02242,SKU00695,T28,T09,2025-04-26,2025-05-15,6
TRF02243,SKU00122,T28,T14,2024-08-19,2024-08-23,44
TRF02244,SKU00577,DEP-CENTRAL,T11,2024-03-07,2024-03-18,56
TRF02245,SKU00350,DEP-CENTRAL,T09,2025-04-15,2025-04-22,18
TRF02246,SKU00767,DEP-CENTRAL,T25,2025-09-23,2025-10-04,43
TRF02247,SKU00260,DEP-CENTRAL,T14,2025-05-06,2025-05-13,15
TRF02248,SKU00410,DEP-CENTRAL,T06,2024-09-17,2024-09-20,18
TRF02249,SKU00204,DEP-CENTRAL,T25,2025-07-22,2025-08-06,25
TRF02250,SKU00339,DEP-CENTRAL,T12,2026-02-13,2026-03-05,48
TRF02251,SKU00608,DEP-CENTRAL,T04,2024-04-09,2024-04-16,24
TRF02252,SKU00288,T02,T19,2024-12-23,2025-01-12,26
TRF02253,SKU00146,T10,T08,2024-03-22,2024-04-07,27
TRF02254,SKU00103,T18,T27,2023-11-10,2023-11-16,22
TRF02255,SKU00582,T20,T26,2025-12-24,2026-01-11,45
TRF02256,SKU00135,DEP-CENTRAL,T12,2024-12-03,2024-12-13,42
TRF02257,SKU00467,DEP-CENTRAL,T21,2024-06-18,2024-06-30,20
TRF02258,SKU00686,DEP-CENTRAL,T24,2024-08-22,2024-09-09,6
TRF02259,SKU00542,DEP-CENTRAL,T27,2025-03-08,2025-03-14,44
TRF02260,SKU00365,T13,T14,2024-11-16,2024-11-28,7
TRF02261,SKU00242,DEP-CENTRAL,T20,2026-04-23,2026-05-09,10
TRF02262,SKU00717,DEP-CENTRAL,T06,2023-03-27,2023-04-05,3
TRF02263,SKU00687,DEP-CENTRAL,T22,2026-04-23,2026-05-08,20
TRF02264,SKU00660,DEP-CENTRAL,T22,2023-09-06,2023-09-16,2
TRF02265,SKU00049,DEP-CENTRAL,T09,2023-06-08,2023-06-16,20
TRF02266,SKU00750,T22,T07,2023-09-23,2023-10-10,18
TRF02267,SKU00644,DEP-CENTRAL,T09,2023-01-15,2023-01-20,27
TRF02268,SKU00322,DEP-CENTRAL,T22,2025-08-23,2025-09-07,8
TRF02269,SKU00367,DEP-CENTRAL,T02,2026-06-13,2026-06-19,9
TRF02270,SKU00194,DEP-CENTRAL,T12,2025-04-23,2025-04-29,15
TRF02271,SKU00481,T14,T28,2025-05-25,2025-05-28,12
TRF02272,SKU00354,T07,T02,2023-07-26,2023-08-10,4
TRF02273,SKU00421,DEP-CENTRAL,T27,2023-08-24,2023-09-13,21
TRF02274,SKU00266,DEP-CENTRAL,T23,2025-10-05,2025-10-16,26
TRF02275,SKU00721,DEP-CENTRAL,T09,2026-06-10,2026-06-19,34
TRF02276,SKU00153,T18,T21,2026-03-05,2026-03-24,43
TRF02277,SKU00287,DEP-CENTRAL,T08,2025-05-11,2025-05-23,35
TRF02278,SKU00444,DEP-CENTRAL,T10,2024-06-05,2024-06-13,40
TRF02279,SKU00097,DEP-CENTRAL,T26,2026-03-14,2026-03-17,24
TRF02280,SKU00323,T12,T20,2026-02-22,2026-02-28,17
TRF02281,SKU00740,DEP-CENTRAL,T06,2022-11-13,2022-11-26,27
TRF02282,SKU00386,DEP-CENTRAL,T10,2026-04-08,2026-04-16,21
TRF02283,SKU00256,T02,T06,2024-04-23,2024-05-06,41
TRF02284,SKU00632,DEP-CENTRAL,T25,2023-10-04,2023-10-17,48
TRF02285,SKU00109,DEP-CENTRAL,T13,2023-08-07,2023-08-23,29
TRF02286,SKU00797,DEP-CENTRAL,T21,2026-08-04,2026-08-21,45
TRF02287,SKU00497,DEP-CENTRAL,T26,2023-07-17,2023-07-21,39
TRF02288,SKU00755,T23,T07,2025-08-10,2025-08-29,7
TRF02289,SKU00403,DEP-CENTRAL,T07,2026-07-10,2026-07-22,54
TRF02290,SKU00347,T23,T02,2025-04-21,2025-05-04,8
TRF02291,SKU00732,T15,T24,2023-10-14,2023-10-21,40
TRF02292,SKU00530,T18,T28,2023-03-27,2023-03-30,50
TRF02293,SKU00316,DEP-CENTRAL,T14,2025-10-18,2025-10-21,21
TRF02294,SKU00700,T11,T28,2024-10-21,2024-11-10,36
TRF02295,SKU00114,DEP-CENTRAL,T25,2023-03-19,2023-04-02,14
TRF02296,SKU00664,T17,T01,2026-06-12,2026-06-21,53
TRF02297,SKU00577,DEP-CENTRAL,T11,2024-07-15,2024-07-25,5
TRF02298,SKU00046,DEP-CENTRAL,T16,2025-03-17,2025-03-31,46
TRF02299,SKU00631,DEP-CENTRAL,T10,2026-02-09,2026-02-22,44
TRF02300,SKU00644,DEP-CENTRAL,T06,2026-06-15,2026-06-21,15
TRF02301,SKU00402,T25,T08,2025-01-25,2025-01-31,44
TRF02302,SKU00484,DEP-CENTRAL,T07,2024-09-04,2024-09-24,15
TRF02303,SKU00375,DEP-CENTRAL,T06,2024-06-06,2024-06-24,14
TRF02304,SKU00725,DEP-CENTRAL,T20,2024-03-04,2024-03-20,46
TRF02305,SKU00407,T16,DEP-CENTRAL,2026-03-10,2026-03-26,44
TRF02306,SKU00680,DEP-CENTRAL,T22,2023-10-09,2023-10-18,41
TRF02307,SKU00607,DEP-CENTRAL,T04,2026-03-23,2026-04-08,46
TRF02308,SKU00400,DEP-CENTRAL,T05,2026-07-13,2026-07-16,26
TRF02309,SKU00053,DEP-CENTRAL,T15,2025-05-25,2025-05-31,21
TRF02310,SKU00169,DEP-CENTRAL,T15,2022-12-16,2022-12-24,14
TRF02311,SKU00441,T05,T28,2025-01-18,2025-02-06,48
TRF02312,SKU00726,DEP-CENTRAL,T11,2023-04-06,2023-04-17,8
TRF02313,SKU00576,DEP-CENTRAL,T26,2024-05-04,2024-05-23,32
TRF02314,SKU00702,T08,T16,2025-01-18,2025-02-05,52
TRF02315,SKU00658,DEP-CENTRAL,T22,2025-01-26,2025-02-08,22
TRF02316,SKU00136,DEP-CENTRAL,T24,2026-08-22,2026-08-31,44
TRF02317,SKU00155,T05,DEP-CENTRAL,2026-06-02,2026-06-14,36
TRF02318,SKU00032,DEP-CENTRAL,T24,2025-07-07,2025-07-17,6
TRF02319,SKU00754,T23,T24,2025-05-07,2025-05-18,22
TRF02320,SKU00311,DEP-CENTRAL,T25,2022-10-16,2022-11-01,8
TRF02321,SKU00513,T28,T08,2023-11-18,2023-11-30,58
TRF02322,SKU00251,DEP-CENTRAL,T08,2024-11-17,2024-12-07,48
TRF02323,SKU00477,DEP-CENTRAL,T11,2024-02-02,2024-02-21,59
TRF02324,SKU00591,T27,T21,2024-06-26,2024-07-17,58
TRF02325,SKU00218,DEP-CENTRAL,T25,2023-11-09,2023-11-29,24
TRF02326,SKU00363,DEP-CENTRAL,T13,2024-04-23,2024-04-30,28
TRF02327,SKU00649,DEP-CENTRAL,T04,2024-03-04,2024-03-13,23
TRF02328,SKU00350,T09,T05,2025-09-18,2025-10-02,12
TRF02329,SKU00359,DEP-CENTRAL,T22,2025-02-20,2025-02-28,46
TRF02330,SKU00530,T08,DEP-CENTRAL,2024-04-06,2024-04-10,15
TRF02331,SKU00113,T05,T25,2026-05-23,2026-06-02,23
TRF02332,SKU00743,DEP-CENTRAL,T05,2025-03-27,2025-04-06,57
TRF02333,SKU00179,DEP-CENTRAL,T04,2024-12-03,2024-12-09,49
TRF02334,SKU00261,DEP-CENTRAL,T27,2025-04-14,2025-04-27,6
TRF02335,SKU00236,T12,T06,2024-01-08,2024-01-13,6
TRF02336,SKU00608,DEP-CENTRAL,T23,2024-06-04,2024-06-12,7
TRF02337,SKU00616,DEP-CENTRAL,T19,2024-10-09,2024-10-17,29
TRF02338,SKU00395,DEP-CENTRAL,T10,2024-09-10,2024-09-23,11
TRF02339,SKU00167,T18,T28,2024-11-04,2024-11-18,6
TRF02340,SKU00448,T21,DEP-CENTRAL,2026-07-21,2026-07-26,16
TRF02341,SKU00299,DEP-CENTRAL,T01,2026-02-26,2026-03-02,17
TRF02342,SKU00664,DEP-CENTRAL,T28,2024-12-22,2024-12-31,14
TRF02343,SKU00391,T03,DEP-CENTRAL,2025-04-10,2025-04-29,50
TRF02344,SKU00166,DEP-CENTRAL,T19,2024-01-20,2024-02-03,26
TRF02345,SKU00311,DEP-CENTRAL,T18,2022-08-21,2022-09-07,56
TRF02346,SKU00260,DEP-CENTRAL,T21,2025-07-13,2025-07-30,29
TRF02347,SKU00383,DEP-CENTRAL,T09,2022-11-16,2022-11-21,15
TRF02348,SKU00635,DEP-CENTRAL,T26,2024-03-08,2024-03-14,53
TRF02349,SKU00040,T05,T16,2025-12-10,2025-12-18,9
TRF02350,SKU00267,DEP-CENTRAL,T27,2026-06-14,2026-06-21,41
TRF02351,SKU00277,T25,DEP-CENTRAL,2023-03-05,2023-03-22,33
TRF02352,SKU00634,T07,T27,2023-08-15,2023-08-27,11
TRF02353,SKU00317,T25,T05,2024-11-27,2024-12-13,15
TRF02354,SKU00312,T18,T22,2025-01-21,2025-02-10,52
TRF02355,SKU00718,T21,DEP-CENTRAL,2024-01-02,2024-01-20,40
TRF02356,SKU00322,DEP-CENTRAL,T11,2024-03-13,2024-03-17,24
TRF02357,SKU00581,DEP-CENTRAL,T23,2024-10-06,2024-10-18,22
TRF02358,SKU00381,T26,T03,2026-05-15,2026-06-02,4
TRF02359,SKU00690,T13,DEP-CENTRAL,2023-08-19,2023-09-05,3
TRF02360,SKU00492,T13,T24,2026-01-17,2026-02-01,38
TRF02361,SKU00165,T01,T18,2024-03-12,2024-03-19,45
TRF02362,SKU00183,DEP-CENTRAL,T17,2024-12-05,2024-12-14,52
TRF02363,SKU00500,DEP-CENTRAL,T01,2025-07-14,2025-07-22,21
TRF02364,SKU00413,T28,T12,2025-04-17,2025-04-24,15
TRF02365,SKU00710,DEP-CENTRAL,T08,2024-12-11,2025-01-01,9
TRF02366,SKU00722,DEP-CENTRAL,T05,2024-12-22,2025-01-12,27
TRF02367,SKU00320,T12,T13,2024-12-03,2024-12-12,3
TRF02368,SKU00157,T20,T09,2022-12-06,2022-12-18,4
TRF02369,SKU00682,DEP-CENTRAL,T13,2025-03-10,2025-03-21,11
TRF02370,SKU00698,DEP-CENTRAL,T20,2025-02-21,2025-02-24,46
TRF02371,SKU00680,DEP-CENTRAL,T08,2025-06-02,2025-06-19,50
TRF02372,SKU00072,T15,DEP-CENTRAL,2025-08-22,2025-09-05,21
TRF02373,SKU00039,T26,T14,2024-01-04,2024-01-18,19
TRF02374,SKU00317,T14,T02,2024-01-05,2024-01-17,39
TRF02375,SKU00002,T09,T20,2024-01-23,2024-01-27,9
TRF02376,SKU00378,T11,T08,2023-07-24,2023-08-06,18
TRF02377,SKU00439,DEP-CENTRAL,T23,2025-10-23,2025-11-09,34
TRF02378,SKU00227,T16,DEP-CENTRAL,2025-07-08,2025-07-18,44
TRF02379,SKU00437,DEP-CENTRAL,T25,2025-05-20,2025-06-10,26
TRF02380,SKU00083,DEP-CENTRAL,T04,2026-04-11,2026-04-25,2
TRF02381,SKU00286,T03,DEP-CENTRAL,2023-12-09,2023-12-14,2
TRF02382,SKU00143,T28,T11,2025-09-27,2025-09-30,5
TRF02383,SKU00635,T12,T02,2024-03-23,2024-03-27,9
TRF02384,SKU00343,DEP-CENTRAL,T02,2025-09-26,2025-10-03,8
TRF02385,SKU00547,DEP-CENTRAL,T01,2025-05-24,2025-06-03,42
TRF02386,SKU00706,DEP-CENTRAL,T15,2026-06-21,2026-07-04,23
TRF02387,SKU00617,T21,T18,2024-03-25,2024-04-06,42
TRF02388,SKU00442,DEP-CENTRAL,T22,2024-03-27,2024-04-07,38
TRF02389,SKU00222,T09,DEP-CENTRAL,2024-12-15,2024-12-20,19
TRF02390,SKU00491,T26,T01,2025-06-24,2025-07-06,54
TRF02391,SKU00322,DEP-CENTRAL,T28,2024-03-23,2024-04-09,3
TRF02392,SKU00501,DEP-CENTRAL,T28,2024-09-19,2024-10-03,22
TRF02393,SKU00740,T07,DEP-CENTRAL,2023-11-03,2023-11-06,50
TRF02394,SKU00681,DEP-CENTRAL,T05,2024-02-22,2024-03-09,59
TRF02395,SKU00474,DEP-CENTRAL,T05,2025-12-14,2026-01-04,41
TRF02396,SKU00252,T20,DEP-CENTRAL,2022-09-16,2022-09-27,57
TRF02397,SKU00638,T06,DEP-CENTRAL,2023-08-11,2023-08-17,9
TRF02398,SKU00283,DEP-CENTRAL,T16,2025-09-16,2025-09-21,25
TRF02399,SKU00343,DEP-CENTRAL,T06,2026-01-26,2026-01-29,13
TRF02400,SKU00491,DEP-CENTRAL,T06,2025-07-25,2025-08-08,39
TRF02401,SKU00464,DEP-CENTRAL,T06,2026-06-06,2026-06-14,21
TRF02402,SKU00711,DEP-CENTRAL,T04,2024-09-08,2024-09-22,21
TRF02403,SKU00763,T26,DEP-CENTRAL,2026-04-03,2026-04-06,27
TRF02404,SKU00431,DEP-CENTRAL,T23,2025-06-04,2025-06-21,54
TRF02405,SKU00004,DEP-CENTRAL,T04,2025-04-26,2025-05-08,54
TRF02406,SKU00625,T04,T27,2026-01-13,2026-02-01,43
TRF02407,SKU00260,DEP-CENTRAL,T09,2025-12-25,2025-12-31,55
TRF02408,SKU00177,T26,T10,2025-11-03,2025-11-18,58
TRF02409,SKU00026,T06,T28,2025-06-27,2025-07-01,11
TRF02410,SKU00435,DEP-CENTRAL,T11,2026-06-18,2026-06-26,23
TRF02411,SKU00359,T07,T13,2024-11-24,2024-12-04,42
TRF02412,SKU00243,DEP-CENTRAL,T12,2026-05-22,2026-06-07,35
TRF02413,SKU00776,T12,T16,2025-06-09,2025-06-23,45
TRF02414,SKU00759,T18,T05,2026-05-03,2026-05-20,17
TRF02415,SKU00447,DEP-CENTRAL,T14,2026-06-08,2026-06-15,5
TRF02416,SKU00288,DEP-CENTRAL,T02,2025-05-15,2025-06-01,44
TRF02417,SKU00138,DEP-CENTRAL,T17,2025-03-14,2025-03-18,19
TRF02418,SKU00697,DEP-CENTRAL,T09,2024-01-23,2024-02-13,31
TRF02419,SKU00193,DEP-CENTRAL,T22,2025-12-25,2026-01-07,38
TRF02420,SKU00778,T02,T11,2026-04-17,2026-04-28,43
TRF02421,SKU00493,DEP-CENTRAL,T08,2024-12-09,2024-12-29,3
TRF02422,SKU00668,DEP-CENTRAL,T26,2023-01-25,2023-02-05,20
TRF02423,SKU00056,T04,T27,2023-06-03,2023-06-07,45
TRF02424,SKU00098,T11,T08,2023-04-14,2023-04-21,55
TRF02425,SKU00608,DEP-CENTRAL,T14,2026-06-08,2026-06-23,40
TRF02426,SKU00260,T21,T24,2026-01-17,2026-01-22,39
TRF02427,SKU00077,T22,T02,2024-08-17,2024-08-23,53
TRF02428,SKU00777,T06,T04,2022-06-23,2022-07-05,17
TRF02429,SKU00191,T01,T22,2024-12-16,2024-12-19,43
TRF02430,SKU00718,T21,T06,2025-05-07,2025-05-19,42
TRF02431,SKU00583,DEP-CENTRAL,T20,2025-10-16,2025-10-31,30
TRF02432,SKU00059,T03,T16,2023-12-08,2023-12-27,51
TRF02433,SKU00123,DEP-CENTRAL,T03,2026-01-23,2026-02-09,16
TRF02434,SKU00541,DEP-CENTRAL,T13,2024-12-15,2024-12-28,4
TRF02435,SKU00653,DEP-CENTRAL,T12,2026-02-06,2026-02-24,32
TRF02436,SKU00502,DEP-CENTRAL,T27,2023-08-11,2023-08-18,31
TRF02437,SKU00491,T23,T26,2024-11-25,2024-11-30,27
TRF02438,SKU00253,T13,T02,2023-11-13,2023-11-30,9
TRF02439,SKU00253,DEP-CENTRAL,T03,2026-04-15,2026-05-05,32
TRF02440,SKU00258,T25,T20,2026-06-19,2026-06-25,4
TRF02441,SKU00139,DEP-CENTRAL,T07,2026-03-25,2026-03-30,19
TRF02442,SKU00525,DEP-CENTRAL,T23,2024-12-10,2024-12-14,10
TRF02443,SKU00312,DEP-CENTRAL,T02,2023-11-07,2023-11-19,56
TRF02444,SKU00029,T28,T19,2026-05-18,2026-06-02,27
TRF02445,SKU00734,DEP-CENTRAL,T20,2025-01-11,2025-01-31,49
TRF02446,SKU00307,T24,DEP-CENTRAL,2023-09-12,2023-09-18,12
TRF02447,SKU00720,T09,T24,2024-01-04,2024-01-13,57
TRF02448,SKU00302,DEP-CENTRAL,T13,2026-05-16,2026-05-28,35
TRF02449,SKU00190,DEP-CENTRAL,T10,2025-08-08,2025-08-29,16
TRF02450,SKU00762,DEP-CENTRAL,T07,2025-02-22,2025-02-25,25
TRF02451,SKU00463,T18,T10,2025-05-15,2025-05-22,53
TRF02452,SKU00132,T09,DEP-CENTRAL,2025-11-24,2025-12-09,20
TRF02453,SKU00115,T02,DEP-CENTRAL,2026-05-18,2026-05-29,29
TRF02454,SKU00665,T01,T22,2026-03-14,2026-03-18,6
TRF02455,SKU00719,DEP-CENTRAL,T22,2025-08-02,2025-08-06,45
TRF02456,SKU00022,T09,T22,2023-08-26,2023-09-11,47
TRF02457,SKU00179,DEP-CENTRAL,T22,2024-02-27,2024-03-07,55
TRF02458,SKU00076,T26,T28,2022-06-26,2022-07-13,53
TRF02459,SKU00524,DEP-CENTRAL,T17,2023-06-04,2023-06-09,53
TRF02460,SKU00493,T14,T27,2025-11-10,2025-11-29,40
TRF02461,SKU00078,DEP-CENTRAL,T11,2024-04-04,2024-04-13,52
TRF02462,SKU00052,DEP-CENTRAL,T14,2024-06-21,2024-07-04,40
TRF02463,SKU00166,T24,T11,2024-10-18,2024-10-29,17
TRF02464,SKU00508,DEP-CENTRAL,T18,2025-12-02,2025-12-20,10
TRF02465,SKU00025,T20,DEP-CENTRAL,2025-02-18,2025-02-22,4
TRF02466,SKU00192,DEP-CENTRAL,T27,2023-11-03,2023-11-15,22
TRF02467,SKU00169,DEP-CENTRAL,T10,2025-07-20,2025-08-04,46
TRF02468,SKU00761,DEP-CENTRAL,T04,2025-07-25,2025-08-15,21
TRF02469,SKU00427,T04,T25,2024-11-06,2024-11-18,49
TRF02470,SKU00686,DEP-CENTRAL,T17,2026-05-24,2026-05-27,33
TRF02471,SKU00140,DEP-CENTRAL,T23,2025-04-27,2025-04-30,50
TRF02472,SKU00441,DEP-CENTRAL,T15,2025-06-09,2025-06-28,19
TRF02473,SKU00127,T24,T14,2025-07-19,2025-07-23,23
TRF02474,SKU00641,DEP-CENTRAL,T23,2025-05-13,2025-05-26,33
TRF02475,SKU00623,T20,DEP-CENTRAL,2026-05-22,2026-06-07,27
TRF02476,SKU00513,T21,DEP-CENTRAL,2026-08-05,2026-08-20,37
TRF02477,SKU00359,T14,T17,2024-03-02,2024-03-18,53
TRF02478,SKU00315,T07,T24,2024-02-02,2024-02-17,7
TRF02479,SKU00564,T24,T12,2026-03-17,2026-03-23,36
TRF02480,SKU00146,T14,T17,2026-02-02,2026-02-21,42
TRF02481,SKU00757,DEP-CENTRAL,T24,2023-06-18,2023-06-29,3
TRF02482,SKU00511,T02,T11,2023-10-12,2023-10-23,6
TRF02483,SKU00121,DEP-CENTRAL,T20,2025-05-10,2025-05-15,25
TRF02484,SKU00196,DEP-CENTRAL,T11,2025-09-24,2025-10-03,50
TRF02485,SKU00678,DEP-CENTRAL,T25,2022-07-10,2022-07-18,56
TRF02486,SKU00247,T23,T16,2026-01-13,2026-02-02,33
TRF02487,SKU00544,DEP-CENTRAL,T01,2024-03-05,2024-03-26,35
TRF02488,SKU00117,DEP-CENTRAL,T18,2024-06-02,2024-06-15,42
TRF02489,SKU00628,T18,T23,2024-01-16,2024-01-31,5
TRF02490,SKU00538,T18,DEP-CENTRAL,2024-07-13,2024-07-27,30
TRF02491,SKU00039,T23,DEP-CENTRAL,2022-02-19,2022-03-06,24
TRF02492,SKU00252,T21,DEP-CENTRAL,2024-08-13,2024-08-16,59
TRF02493,SKU00749,DEP-CENTRAL,T12,2023-10-04,2023-10-13,18
TRF02494,SKU00634,DEP-CENTRAL,T26,2026-05-06,2026-05-22,36
TRF02495,SKU00507,DEP-CENTRAL,T09,2026-03-08,2026-03-25,58
TRF02496,SKU00209,T14,DEP-CENTRAL,2024-04-26,2024-05-01,35
TRF02497,SKU00722,DEP-CENTRAL,T11,2024-04-27,2024-05-06,35
TRF02498,SKU00664,T10,T28,2026-03-15,2026-03-27,51
TRF02499,SKU00718,DEP-CENTRAL,T11,2023-10-09,2023-10-19,47
TRF02500,SKU00039,T20,T05,2024-09-14,2024-09-21,44
TRF02501,SKU00405,T04,DEP-CENTRAL,2025-11-23,2025-12-14,6
TRF02502,SKU00209,DEP-CENTRAL,T28,2026-04-26,2026-05-06,40
TRF02503,SKU00639,T01,T22,2025-01-09,2025-01-30,49
TRF02504,SKU00743,T23,T03,2024-05-22,2024-06-07,59
TRF02505,SKU00641,DEP-CENTRAL,T23,2025-08-08,2025-08-20,33
TRF02506,SKU00411,T09,DEP-CENTRAL,2025-07-11,2025-07-15,57
TRF02507,SKU00627,DEP-CENTRAL,T21,2023-06-17,2023-06-28,11
TRF02508,SKU00731,T11,T02,2024-02-22,2024-03-01,37
TRF02509,SKU00633,T15,T27,2023-09-19,2023-09-28,43
TRF02510,SKU00799,T25,T06,2024-09-18,2024-10-03,10
TRF02511,SKU00661,T13,T28,2024-10-05,2024-10-26,50
TRF02512,SKU00222,T03,T22,2025-09-17,2025-10-03,55
TRF02513,SKU00634,T26,T09,2023-07-17,2023-07-26,56
TRF02514,SKU00727,T24,DEP-CENTRAL,2025-11-15,2025-11-19,26
TRF02515,SKU00642,DEP-CENTRAL,T21,2025-06-24,2025-07-14,33
TRF02516,SKU00203,DEP-CENTRAL,T22,2023-10-11,2023-10-16,35
TRF02517,SKU00506,T16,DEP-CENTRAL,2023-03-04,2023-03-14,19
TRF02518,SKU00384,T20,DEP-CENTRAL,2026-01-27,2026-01-30,23
TRF02519,SKU00328,T06,T05,2026-04-08,2026-04-14,25
TRF02520,SKU00734,T07,T15,2024-11-11,2024-11-19,36
TRF02521,SKU00566,T25,DEP-CENTRAL,2025-03-06,2025-03-20,30
