id_oc,proveedor,id_producto,fecha_pedido,fecha_recepcion,unidades,costo_unitario_ars
OC01508,Proveedor C,SKU00003,2025-06-02,2025-06-16,35,17786.66
OC01509,Proveedor F,SKU00440,2025-04-15,2025-06-13,52,45526.81
OC01510,Proveedor E,SKU00131,2026-06-08,2026-07-13,193,37857.65
OC01511,Proveedor B,SKU00229,2025-07-03,2025-08-17,192,33510.49
OC01512,Proveedor G,SKU00113,2024-05-31,2024-06-26,21,21869.64
OC01513,Proveedor D,SKU00492,2024-06-20,2024-07-12,459,32428.55
OC01514,Proveedor B,SKU00739,2022-12-28,2023-02-15,192,15691.53
OC01515,Proveedor J,SKU00376,2024-12-07,2025-01-31,155,5698.59
OC01516,Proveedor C,SKU00018,2024-04-12,2024-04-21,35,34656.15
OC01517,Proveedor D,SKU00027,2023-09-11,2023-10-06,153,8547.73
OC01518,Proveedor I,SKU00178,2025-02-28,2025-04-03,364,8391.25
OC01519,Proveedor B,SKU00265,2026-01-17,2026-03-06,192,41284.94
OC01520,Proveedor D,SKU00723,2024-08-14,2024-09-12,153,45303.39
OC01521,Proveedor B,SKU00479,2023-11-05,2023-12-18,384,37850.33
OC01522,Proveedor B,SKU00753,2026-05-29,2026-07-14,192,35269.91
OC01523,Proveedor H,SKU00161,2025-09-09,2025-09-20,36,28584.15
OC01524,Proveedor D,SKU00239,2024-05-31,2024-06-26,153,21190.24
OC01525,Proveedor G,SKU00093,2023-09-10,2023-10-05,21,32776.22
OC01526,Proveedor I,SKU00553,2026-07-09,2026-08-11,182,30476.2
OC01527,Proveedor A,SKU00315,2023-12-10,2024-01-08,147,2056.75
OC01528,Proveedor F,SKU00745,2025-03-13,2025-05-11,52,41111.54
OC01529,Proveedor E,SKU00780,2025-10-14,2025-11-17,193,40953.03
OC01530,Proveedor B,SKU00753,2026-04-23,2026-06-05,192,35841.04
OC01531,Proveedor C,SKU00417,2025-08-14,2025-08-22,35,42624.37
OC01532,Proveedor J,SKU00215,2023-07-28,2023-09-17,155,27745.08
OC01533,Proveedor I,SKU00176,2025-03-14,2025-04-19,182,4807.86
OC01534,Proveedor B,SKU00096,2025-03-20,2025-05-03,192,9081.6
OC01535,Proveedor C,SKU00480,2024-09-10,2024-09-18,35,20172.79
OC01536,Proveedor C,SKU00655,2025-06-06,2025-06-16,35,2840.84
OC01537,Proveedor E,SKU00127,2025-09-10,2025-10-22,193,39642.45
OC01538,Proveedor F,SKU00639,2025-07-13,2025-09-11,52,28127.07
OC01539,Proveedor A,SKU00779,2026-07-04,2026-08-05,147,38909.24
OC01540,Proveedor I,SKU00069,2025-06-25,2025-07-27,182,40053.17
OC01541,Proveedor A,SKU00443,2025-07-14,2025-08-13,294,44510.1
OC01542,Proveedor A,SKU00496,2024-09-25,2024-11-01,294,41727.33
OC01543,Proveedor I,SKU00487,2024-07-25,2024-08-25,182,11269.67
OC01544,Proveedor G,SKU00186,2025-06-09,2025-07-04,21,39497.02
OC01545,Proveedor I,SKU00626,2026-05-24,2026-06-23,182,5720.54
OC01546,Proveedor J,SKU00397,2025-04-11,2025-06-06,310,23599.7
OC01547,Proveedor G,SKU00580,2024-11-12,2024-12-13,21,27119.35
OC01548,Proveedor H,SKU00575,2023-01-13,2023-01-24,36,5336.86
OC01549,Proveedor G,SKU00309,2023-02-09,2023-03-07,21,47997.42
OC01550,Proveedor F,SKU00506,2023-08-19,2023-10-15,52,37927.93
OC01551,Proveedor D,SKU00060,2024-05-29,2024-06-28,153,17340.89
OC01552,Proveedor G,SKU00671,2024-08-25,2024-09-22,21,19326.05
OC01553,Proveedor J,SKU00545,2024-04-14,2024-06-04,310,37469.89
OC01554,Proveedor C,SKU00521,2025-03-09,2025-03-24,35,32808.47
OC01555,Proveedor A,SKU00781,2024-06-20,2024-07-24,147,37168.76
OC01556,Proveedor I,SKU00475,2024-03-07,2024-04-09,182,28561.82
OC01557,Proveedor C,SKU00168,2024-10-06,2024-10-20,105,14885.29
OC01558,Proveedor E,SKU00468,2025-06-25,2025-07-30,193,16382.52
OC01559,Proveedor F,SKU00663,2024-11-15,2025-01-08,52,1838.57
OC01560,Proveedor I,SKU00727,2024-03-15,2024-04-13,182,17056.33
OC01561,Proveedor D,SKU00649,2023-10-13,2023-11-04,306,14457.98
OC01562,Proveedor C,SKU00665,2026-01-14,2026-01-23,35,20829.9
OC01563,Proveedor A,SKU00690,2022-12-16,2023-01-16,147,37814.49
OC01564,Proveedor H,SKU00190,2025-09-18,2025-09-28,36,23984.07
OC01565,Proveedor E,SKU00761,2025-04-20,2025-05-30,193,20956.18
OC01566,Proveedor H,SKU00145,2026-06-22,2026-07-08,108,2016.51
OC01567,Proveedor F,SKU00715,2025-03-12,2025-05-08,156,15095.71
OC01568,Proveedor H,SKU00746,2026-05-28,2026-06-09,36,13439.43
OC01569,Proveedor F,SKU00576,2024-12-23,2025-02-18,104,15809.05
OC01570,Proveedor F,SKU00440,2025-05-06,2025-07-04,52,40085.99
OC01571,Proveedor B,SKU00138,2025-01-16,2025-02-28,192,18457.7
OC01572,Proveedor D,SKU00241,2025-02-20,2025-03-21,153,28455.64
OC01573,Proveedor C,SKU00018,2026-06-14,2026-06-21,35,33897.92
OC01574,Proveedor C,SKU00220,2023-08-27,2023-09-04,35,39679.32
OC01575,Proveedor F,SKU00238,2025-09-12,2025-11-05,52,40906.63
OC01576,Proveedor B,SKU00115,2023-12-06,2024-01-19,192,19875.57
OC01577,Proveedor G,SKU00595,2026-07-26,2026-08-28,42,46964.14
OC01578,Proveedor I,SKU00726,2024-08-21,2024-09-25,182,48497.9
OC01579,Proveedor E,SKU00334,2026-03-20,2026-05-01,193,14733.76
OC01580,Proveedor F,SKU00024,2024-11-10,2025-01-09,52,44591.86
OC01581,Proveedor G,SKU00088,2022-12-20,2023-01-21,21,37375.74
OC01582,Proveedor H,SKU00606,2026-06-02,2026-06-12,36,40841.57
OC01583,Proveedor A,SKU00070,2023-09-25,2023-10-29,147,22745.51
OC01584,Proveedor G,SKU00201,2025-06-03,2025-07-03,42,20500.47
OC01585,Proveedor I,SKU00727,2025-07-01,2025-07-31,182,16500.62
OC01586,Proveedor C,SKU00676,2026-04-19,2026-04-30,35,39647.26
OC01587,Proveedor G,SKU00113,2025-09-05,2025-10-03,21,20773.6
OC01588,Proveedor C,SKU00181,2024-12-12,2024-12-25,70,53775.94
OC01589,Proveedor E,SKU00213,2025-04-21,2025-05-31,193,26510.75
OC01590,Proveedor A,SKU00041,2026-01-10,2026-02-08,147,23520.67
OC01591,Proveedor D,SKU00516,2024-01-30,2024-02-23,459,23252.82
OC01592,Proveedor A,SKU00614,2024-12-25,2025-01-25,147,10879.81
OC01593,Proveedor B,SKU00172,2025-04-28,2025-06-10,192,33365.2
OC01594,Proveedor E,SKU00283,2026-05-05,2026-06-12,193,25029.39
OC01595,Proveedor H,SKU00326,2024-01-14,2024-01-24,36,9194.39
OC01596,Proveedor D,SKU00177,2026-07-06,2026-07-29,153,26945.47
OC01597,Proveedor A,SKU00787,2025-04-04,2025-05-11,147,30679.36
OC01598,Proveedor E,SKU00462,2026-07-20,2026-08-23,193,11867.34
OC01599,Proveedor F,SKU00464,2024-02-22,2024-04-17,52,31577.48
OC01600,Proveedor F,SKU00653,2026-01-16,2026-03-12,52,3624.62
OC01601,Proveedor F,SKU00510,2024-10-27,2024-12-19,156,18299.12
OC01602,Proveedor E,SKU00672,2023-10-29,2023-12-03,193,13038.32
OC01603,Proveedor E,SKU00213,2024-07-31,2024-09-06,386,26156.27
OC01604,Proveedor J,SKU00057,2023-10-31,2023-12-26,155,15579.59
OC01605,Proveedor J,SKU00486,2025-10-22,2025-12-12,310,46967.33
OC01606,Proveedor E,SKU00110,2026-04-13,2026-05-18,193,29836.76
OC01607,Proveedor G,SKU00231,2025-12-27,2026-01-26,21,21653.9
OC01608,Proveedor F,SKU00581,2025-04-24,2025-06-24,52,23642.22
OC01609,Proveedor I,SKU00080,2023-12-24,2024-01-22,182,12981.0
OC01610,Proveedor I,SKU00176,2025-06-21,2025-07-27,182,5212.97
OC01611,Proveedor G,SKU00113,2024-02-22,2024-03-21,21,20279.35
OC01612,Proveedor A,SKU00033,2024-06-24,2024-07-31,147,43939.84
OC01613,Proveedor B,SKU00753,2026-04-16,2026-06-05,384,36044.65
OC01614,Proveedor G,SKU00009,2025-10-04,2025-11-06,42,1717.12
OC01615,Proveedor C,SKU00685,2026-03-22,2026-04-02,35,34388.44
OC01616,Proveedor F,SKU00150,2024-07-02,2024-08-24,52,30180.95
OC01617,Proveedor A,SKU00738,2025-05-16,2025-06-17,147,27410.58
OC01618,Proveedor J,SKU00670,2024-02-03,2024-03-28,310,7889.24
OC01619,Proveedor F,SKU00506,2025-06-05,2025-07-30,52,40137.11
OC01620,Proveedor D,SKU00344,2025-04-27,2025-05-25,153,37963.98
OC01621,Proveedor F,SKU00573,2024-12-14,2025-02-11,104,45102.8
OC01622,Proveedor A,SKU00660,2022-12-10,2023-01-14,441,46470.17
OC01623,Proveedor I,SKU00522,2025-04-13,2025-05-14,182,42010.37
OC01624,Proveedor G,SKU00237,2025-09-26,2025-10-27,21,12474.16
OC01625,Proveedor I,SKU00449,2023-01-08,2023-02-06,182,15141.48
OC01626,Proveedor B,SKU00513,2024-01-20,2024-03-03,192,28373.47
OC01627,Proveedor F,SKU00686,2025-11-06,2026-01-06,104,10525.75
OC01628,Proveedor B,SKU00720,2026-02-05,2026-03-24,192,48339.2
OC01629,Proveedor C,SKU00162,2025-06-24,2025-07-09,35,25974.32
OC01630,Proveedor A,SKU00317,2023-06-08,2023-07-15,147,44078.5
OC01631,Proveedor J,SKU00267,2026-02-25,2026-04-23,465,4714.96
OC01632,Proveedor I,SKU00207,2024-09-24,2024-10-27,546,37621.28
OC01633,Proveedor C,SKU00518,2025-08-27,2025-09-05,70,6004.28
OC01634,Proveedor G,SKU00348,2022-12-19,2023-01-17,63,27729.82
OC01635,Proveedor D,SKU00497,2025-07-01,2025-07-28,153,2714.24
OC01636,Proveedor F,SKU00164,2024-12-14,2025-02-12,104,35206.47
OC01637,Proveedor F,SKU00369,2025-09-12,2025-11-09,52,41388.63
OC01638,Proveedor A,SKU00681,2026-02-16,2026-03-23,294,32548.16
OC01639,Proveedor G,SKU00088,2023-04-08,2023-05-10,21,43067.21
OC01640,Proveedor F,SKU00653,2026-06-16,2026-08-14,52,3520.0
OC01641,Proveedor B,SKU00387,2025-03-06,2025-04-24,576,31159.65
OC01642,Proveedor F,SKU00667,2023-08-08,2023-10-08,52,32932.8
OC01643,Proveedor F,SKU00527,2025-09-25,2025-11-23,52,33698.4
OC01644,Proveedor J,SKU00436,2024-11-05,2024-12-25,155,38841.89
OC01645,Proveedor H,SKU00128,2025-07-09,2025-07-24,36,2065.87
OC01646,Proveedor G,SKU00347,2025-08-03,2025-09-03,21,27233.43
OC01647,Proveedor B,SKU00714,2025-07-12,2025-08-26,192,8150.34
OC01648,Proveedor F,SKU00576,2024-02-13,2024-04-07,52,15104.7
OC01649,Proveedor G,SKU00340,2024-09-21,2024-10-23,21,10263.65
OC01650,Proveedor F,SKU00048,2022-09-15,2022-11-08,52,16803.27
OC01651,Proveedor D,SKU00607,2025-02-27,2025-03-25,459,49335.68
OC01652,Proveedor B,SKU00498,2025-11-24,2026-01-10,384,17016.98
OC01653,Proveedor H,SKU00066,2026-02-24,2026-03-08,36,38602.57
OC01654,Proveedor J,SKU00399,2026-04-29,2026-06-23,155,40297.93
OC01655,Proveedor D,SKU00027,2023-12-07,2023-12-29,153,8672.05
OC01656,Proveedor A,SKU00363,2026-03-07,2026-04-06,147,48245.22
OC01657,Proveedor I,SKU00740,2025-01-19,2025-02-16,364,36569.02
OC01658,Proveedor G,SKU00125,2022-08-06,2022-09-07,21,12867.5
OC01659,Proveedor I,SKU00264,2025-07-22,2025-08-24,546,27069.57
OC01660,Proveedor J,SKU00397,2024-12-30,2025-02-21,155,21835.89
OC01661,Proveedor A,SKU00690,2025-10-13,2025-11-18,147,37290.27
OC01662,Proveedor H,SKU00055,2026-05-03,2026-05-17,36,19730.98
OC01663,Proveedor C,SKU00089,2024-09-03,2024-09-11,35,18413.71
OC01664,Proveedor I,SKU00264,2025-07-20,2025-08-22,182,30540.98
OC01665,Proveedor D,SKU00388,2025-08-16,2025-09-11,153,2954.01
OC01666,Proveedor C,SKU00717,2023-12-01,2023-12-11,70,17464.97
OC01667,Proveedor D,SKU00316,2025-08-10,2025-09-09,306,16421.57
OC01668,Proveedor E,SKU00459,2025-12-05,2026-01-08,193,17503.71
OC01669,Proveedor G,SKU00544,2025-03-03,2025-04-01,21,11322.9
OC01670,Proveedor B,SKU00229,2026-05-14,2026-07-02,576,31890.44
OC01671,Proveedor D,SKU00320,2025-04-08,2025-05-06,153,11584.46
OC01672,Proveedor J,SKU00215,2023-03-27,2023-05-19,155,31782.15
OC01673,Proveedor J,SKU00597,2024-08-20,2024-10-13,465,46665.04
OC01674,Proveedor G,SKU00244,2024-11-20,2024-12-21,21,6354.31
OC01675,Proveedor C,SKU00676,2025-02-27,2025-03-07,35,42485.25
OC01676,Proveedor B,SKU00031,2023-06-21,2023-08-08,192,39899.29
OC01677,Proveedor F,SKU00495,2024-12-02,2025-01-28,52,28613.47
OC01678,Proveedor D,SKU00747,2023-09-19,2023-10-17,459,31072.09
OC01679,Proveedor H,SKU00572,2026-01-26,2026-02-04,108,3147.87
OC01680,Proveedor I,SKU00431,2025-01-05,2025-02-09,182,34245.26
OC01681,Proveedor B,SKU00141,2024-01-25,2024-03-10,384,39795.16
OC01682,Proveedor F,SKU00393,2025-09-20,2025-11-14,52,33818.91
OC01683,Proveedor F,SKU00454,2022-09-25,2022-11-17,104,19416.09
OC01684,Proveedor G,SKU00762,2025-10-27,2025-11-28,63,28609.51
OC01685,Proveedor B,SKU00646,2025-11-03,2025-12-19,192,19980.51
OC01686,Proveedor H,SKU00599,2024-07-23,2024-08-05,36,28334.69
OC01687,Proveedor B,SKU00565,2023-12-07,2024-01-22,192,8144.75
OC01688,Proveedor C,SKU00071,2024-02-02,2024-02-11,35,34178.84
OC01689,Proveedor H,SKU00179,2025-12-23,2026-01-01,72,8043.31
OC01690,Proveedor C,SKU00003,2025-07-21,2025-08-04,35,17484.35
OC01691,Proveedor B,SKU00778,2025-04-21,2025-06-10,192,6602.86
OC01692,Proveedor H,SKU00222,2026-04-20,2026-05-05,108,39296.15
OC01693,Proveedor H,SKU00411,2026-06-28,2026-07-12,72,28823.91
OC01694,Proveedor C,SKU00562,2024-01-24,2024-02-03,35,13874.49
OC01695,Proveedor I,SKU00035,2025-04-14,2025-05-15,182,37801.97
OC01696,Proveedor F,SKU00686,2025-01-15,2025-03-09,52,10447.87
OC01697,Proveedor C,SKU00181,2025-05-16,2025-05-25,105,50626.26
OC01698,Proveedor C,SKU00421,2022-08-03,2022-08-13,35,25466.46
OC01699,Proveedor C,SKU00321,2023-06-22,2023-07-01,35,28241.43
OC01700,Proveedor G,SKU00067,2025-09-15,2025-10-18,21,27111.34
OC01701,Proveedor I,SKU00044,2023-05-29,2023-07-02,182,46704.74
OC01702,Proveedor B,SKU00565,2024-01-05,2024-02-22,576,7978.46
OC01703,Proveedor B,SKU00733,2025-01-23,2025-03-15,192,28739.28
OC01704,Proveedor H,SKU00224,2024-12-22,2025-01-06,36,23464.79
OC01705,Proveedor B,SKU00199,2025-07-26,2025-09-07,576,35157.4
OC01706,Proveedor E,SKU00170,2026-03-16,2026-04-21,193,36447.61
OC01707,Proveedor B,SKU00166,2025-06-23,2025-08-13,192,31627.88
OC01708,Proveedor C,SKU00181,2025-12-04,2025-12-16,35,53882.47
OC01709,Proveedor C,SKU00174,2024-01-24,2024-02-04,35,35054.56
OC01710,Proveedor J,SKU00308,2026-07-28,2026-09-22,155,55836.73
OC01711,Proveedor A,SKU00310,2025-01-05,2025-02-10,147,32594.91
OC01712,Proveedor B,SKU00379,2024-11-01,2024-12-18,192,32692.53
OC01713,Proveedor E,SKU00428,2024-06-21,2024-08-02,193,7982.05
OC01714,Proveedor G,SKU00595,2025-06-19,2025-07-17,21,41551.83
OC01715,Proveedor C,SKU00018,2024-10-02,2024-10-11,105,33897.21
OC01716,Proveedor B,SKU00445,2025-07-25,2025-09-14,192,29662.05
OC01717,Proveedor C,SKU00394,2025-02-04,2025-02-16,35,42596.12
OC01718,Proveedor B,SKU00159,2023-05-18,2023-07-03,192,39397.79
OC01719,Proveedor A,SKU00770,2025-07-05,2025-08-03,294,25153.49
OC01720,Proveedor E,SKU00307,2024-03-13,2024-04-20,193,41085.31
OC01721,Proveedor F,SKU00101,2022-09-04,2022-11-02,52,4549.38
OC01722,Proveedor F,SKU00117,2024-10-18,2024-12-10,52,20531.46
OC01723,Proveedor H,SKU00359,2024-04-03,2024-04-17,36,33747.42
OC01724,Proveedor B,SKU00312,2026-05-20,2026-07-03,192,10966.35
OC01725,Proveedor F,SKU00573,2025-12-18,2026-02-13,52,43097.03
OC01726,Proveedor D,SKU00559,2026-02-24,2026-03-19,153,24798.59
OC01727,Proveedor D,SKU00418,2025-01-31,2025-02-28,153,32889.3
OC01728,Proveedor I,SKU00632,2023-02-03,2023-03-08,182,34656.76
OC01729,Proveedor A,SKU00263,2024-02-02,2024-03-07,147,28463.65
OC01730,Proveedor D,SKU00381,2024-09-01,2024-09-25,153,43661.22
OC01731,Proveedor I,SKU00371,2025-12-17,2026-01-16,364,39764.38
OC01732,Proveedor F,SKU00536,2025-09-04,2025-11-02,52,6693.92
OC01733,Proveedor G,SKU00343,2023-11-18,2023-12-21,42,6879.27
OC01734,Proveedor J,SKU00408,2024-11-30,2025-01-25,465,34719.18
OC01735,Proveedor F,SKU00204,2024-12-03,2025-01-27,52,34632.43
OC01736,Proveedor B,SKU00646,2025-06-11,2025-07-31,192,17428.28
OC01737,Proveedor B,SKU00081,2025-06-25,2025-08-13,192,4262.82
OC01738,Proveedor J,SKU00057,2023-11-29,2024-01-19,465,14358.72
OC01739,Proveedor G,SKU00697,2024-03-21,2024-04-17,21,5467.22
OC01740,Proveedor I,SKU00620,2026-06-06,2026-07-07,546,23702.74
OC01741,Proveedor G,SKU00595,2024-12-15,2025-01-12,21,43843.6
OC01742,Proveedor J,SKU00275,2024-03-07,2024-04-26,155,20510.51
OC01743,Proveedor I,SKU00658,2024-09-28,2024-11-01,182,11945.2
OC01744,Proveedor H,SKU00185,2025-05-15,2025-05-23,36,24644.69
OC01745,Proveedor H,SKU00292,2025-10-01,2025-10-11,72,39514.3
OC01746,Proveedor F,SKU00054,2024-07-26,2024-09-23,52,12471.38
OC01747,Proveedor A,SKU00615,2025-07-14,2025-08-14,294,14122.29
OC01748,Proveedor G,SKU00014,2025-11-02,2025-12-02,21,40660.19
OC01749,Proveedor F,SKU00112,2023-06-13,2023-08-09,52,11272.22
OC01750,Proveedor G,SKU00641,2024-04-25,2024-05-20,21,45649.24
OC01751,Proveedor B,SKU00720,2024-09-27,2024-11-17,192,46972.38
OC01752,Proveedor I,SKU00726,2025-09-18,2025-10-24,182,40665.24
OC01753,Proveedor G,SKU00764,2022-09-04,2022-10-05,42,37052.25
OC01754,Proveedor D,SKU00299,2026-06-11,2026-07-11,153,3648.62
OC01755,Proveedor A,SKU00137,2025-07-31,2025-09-05,147,23266.86
OC01756,Proveedor D,SKU00651,2024-11-29,2024-12-26,153,23321.45
OC01757,Proveedor D,SKU00501,2024-03-16,2024-04-13,153,6282.39
OC01758,Proveedor E,SKU00110,2025-06-08,2025-07-17,193,30486.27
OC01759,Proveedor I,SKU00294,2026-05-02,2026-06-02,182,40646.19
OC01760,Proveedor I,SKU00284,2024-02-03,2024-03-04,182,34015.17
OC01761,Proveedor E,SKU00194,2026-01-30,2026-03-12,193,6575.9
OC01762,Proveedor G,SKU00560,2026-05-22,2026-06-23,63,4105.81
OC01763,Proveedor G,SKU00677,2026-03-16,2026-04-14,63,20897.74
OC01764,Proveedor E,SKU00772,2025-03-05,2025-04-08,193,40463.94
OC01765,Proveedor E,SKU00428,2026-04-09,2026-05-19,579,8028.73
OC01766,Proveedor B,SKU00739,2023-02-26,2023-04-16,192,16264.94
OC01767,Proveedor B,SKU00096,2023-03-26,2023-05-14,384,8483.21
OC01768,Proveedor G,SKU00500,2022-09-03,2022-09-30,21,14262.72
OC01769,Proveedor D,SKU00268,2025-06-11,2025-07-06,153,19739.12
OC01770,Proveedor G,SKU00657,2024-03-18,2024-04-19,21,51929.46
OC01771,Proveedor H,SKU00179,2025-08-25,2025-09-07,36,7728.7
OC01772,Proveedor B,SKU00535,2026-02-24,2026-04-10,576,16833.7
OC01773,Proveedor H,SKU00504,2024-05-06,2024-05-22,72,45385.82
OC01774,Proveedor D,SKU00604,2025-11-30,2025-12-27,153,7271.34
OC01775,Proveedor J,SKU00057,2023-11-16,2024-01-09,155,14291.61
OC01776,Proveedor H,SKU00185,2025-08-11,2025-08-23,72,27443.98
OC01777,Proveedor A,SKU00566,2026-04-07,2026-05-06,441,27300.39
OC01778,Proveedor C,SKU00351,2024-05-07,2024-05-18,35,23913.78
OC01779,Proveedor H,SKU00456,2026-06-05,2026-06-19,36,7387.76
OC01780,Proveedor C,SKU00773,2023-06-30,2023-07-12,105,27122.46
OC01781,Proveedor B,SKU00362,2024-12-14,2025-01-31,192,36538.61
OC01782,Proveedor J,SKU00659,2025-02-04,2025-03-28,155,20478.65
OC01783,Proveedor H,SKU00354,2023-03-19,2023-04-02,36,44977.08
OC01784,Proveedor C,SKU00321,2023-09-12,2023-09-20,105,27995.67
OC01785,Proveedor A,SKU00615,2025-07-17,2025-08-15,147,14873.09
OC01786,Proveedor F,SKU00554,2025-04-20,2025-06-17,52,29509.66
OC01787,Proveedor I,SKU00489,2026-01-12,2026-02-13,364,11956.87
OC01788,Proveedor D,SKU00290,2025-08-16,2025-09-07,306,14897.8
OC01789,Proveedor C,SKU00676,2026-06-19,2026-07-03,105,42475.46
OC01790,Proveedor C,SKU00685,2025-08-02,2025-08-15,70,31726.24
OC01791,Proveedor C,SKU00562,2024-04-13,2024-04-21,35,13703.62
OC01792,Proveedor H,SKU00301,2023-03-01,2023-03-17,36,7721.11
OC01793,Proveedor H,SKU00129,2024-05-21,2024-06-01,36,28354.95
OC01794,Proveedor I,SKU00065,2024-11-30,2024-12-30,182,54890.76
OC01795,Proveedor E,SKU00170,2025-05-23,2025-07-01,579,44950.89
OC01796,Proveedor D,SKU00793,2025-11-05,2025-11-28,306,26758.31
OC01797,Proveedor D,SKU00492,2024-08-24,2024-09-16,153,35222.96
OC01798,Proveedor G,SKU00596,2024-09-06,2024-10-06,21,20700.57
OC01799,Proveedor H,SKU00161,2024-07-22,2024-07-30,36,23336.33
OC01800,Proveedor E,SKU00213,2025-03-14,2025-04-20,579,28676.48
OC01801,Proveedor C,SKU00016,2026-03-12,2026-03-23,35,24564.87
OC01802,Proveedor I,SKU00116,2025-08-26,2025-09-23,182,19659.55
OC01803,Proveedor F,SKU00715,2023-07-12,2023-09-08,52,15805.58
OC01804,Proveedor C,SKU00699,2023-11-20,2023-11-30,35,40309.03
OC01805,Proveedor A,SKU00628,2023-08-28,2023-09-29,441,24445.02
OC01806,Proveedor D,SKU00492,2024-08-23,2024-09-16,153,36785.94
OC01807,Proveedor H,SKU00374,2026-02-10,2026-02-26,72,30391.27
OC01808,Proveedor G,SKU00244,2023-07-10,2023-08-07,63,6590.23
OC01809,Proveedor E,SKU00245,2025-07-17,2025-08-24,579,27454.98
OC01810,Proveedor H,SKU00599,2024-12-01,2024-12-13,36,28821.88
OC01811,Proveedor C,SKU00483,2026-04-12,2026-04-21,35,30480.28
OC01812,Proveedor I,SKU00727,2025-06-25,2025-07-24,182,16280.65
OC01813,Proveedor C,SKU00417,2025-08-26,2025-09-06,70,46437.33
OC01814,Proveedor D,SKU00344,2025-06-26,2025-07-25,153,37496.17
OC01815,Proveedor B,SKU00115,2026-04-23,2026-06-07,192,21382.61
OC01816,Proveedor F,SKU00112,2023-04-25,2023-06-21,52,12050.79
OC01817,Proveedor J,SKU00366,2022-12-05,2023-01-28,155,44228.95
OC01818,Proveedor J,SKU00775,2025-08-05,2025-09-26,155,37068.24
OC01819,Proveedor I,SKU00424,2022-11-05,2022-12-09,364,32064.05
OC01820,Proveedor B,SKU00384,2024-07-20,2024-09-02,384,22751.68
OC01821,Proveedor D,SKU00474,2025-05-27,2025-06-25,153,45767.72
OC01822,Proveedor J,SKU00679,2023-09-05,2023-10-31,310,17774.9
OC01823,Proveedor F,SKU00653,2026-01-28,2026-03-26,52,3414.9
OC01824,Proveedor G,SKU00233,2026-04-26,2026-05-27,21,34563.61
OC01825,Proveedor C,SKU00341,2025-11-19,2025-12-03,35,38087.44
OC01826,Proveedor A,SKU00608,2024-01-16,2024-02-19,147,39065.45
OC01827,Proveedor I,SKU00489,2025-06-20,2025-07-22,546,11971.95
OC01828,Proveedor I,SKU00136,2024-06-17,2024-07-23,182,39901.06
OC01829,Proveedor C,SKU00538,2023-09-21,2023-10-03,35,31131.43
OC01830,Proveedor J,SKU00774,2025-06-27,2025-08-23,310,34859.09
OC01831,Proveedor C,SKU00665,2025-11-06,2025-11-15,35,22576.82
OC01832,Proveedor I,SKU00620,2025-05-28,2025-07-02,182,23120.95
OC01833,Proveedor B,SKU00229,2025-05-10,2025-06-28,192,32211.95
OC01834,Proveedor J,SKU00774,2025-09-06,2025-10-27,155,34875.3
OC01835,Proveedor E,SKU00484,2025-02-14,2025-03-25,193,33745.38
OC01836,Proveedor I,SKU00431,2025-12-11,2026-01-10,182,31627.71
OC01837,Proveedor B,SKU00691,2025-06-29,2025-08-16,192,30618.86
OC01838,Proveedor G,SKU00113,2024-08-21,2024-09-23,21,21270.98
OC01839,Proveedor A,SKU00401,2026-04-22,2026-05-25,147,33280.63
OC01840,Proveedor B,SKU00386,2025-04-10,2025-05-26,192,14766.23
OC01841,Proveedor H,SKU00420,2024-12-05,2024-12-19,36,17145.93
OC01842,Proveedor B,SKU00579,2024-06-17,2024-08-06,192,19999.64
OC01843,Proveedor G,SKU00356,2026-01-12,2026-02-09,21,58405.2
OC01844,Proveedor B,SKU00513,2024-10-04,2024-11-16,576,27662.12
OC01845,Proveedor H,SKU00689,2026-05-05,2026-05-19,36,14912.79
OC01846,Proveedor E,SKU00477,2023-09-18,2023-10-26,193,7634.56
OC01847,Proveedor G,SKU00019,2026-01-20,2026-02-22,21,44684.39
OC01848,Proveedor C,SKU00755,2025-10-12,2025-10-21,35,2894.76
OC01849,Proveedor G,SKU00671,2025-08-24,2025-09-25,21,20022.29
OC01850,Proveedor D,SKU00559,2026-02-14,2026-03-14,459,24974.58
OC01851,Proveedor F,SKU00694,2024-01-24,2024-03-19,52,21346.06
OC01852,Proveedor H,SKU00222,2025-07-05,2025-07-21,36,40363.87
OC01853,Proveedor H,SKU00567,2024-08-21,2024-08-31,36,9408.83
OC01854,Proveedor D,SKU00027,2024-03-16,2024-04-07,459,8771.65
OC01855,Proveedor H,SKU00456,2025-05-17,2025-05-27,36,6995.31
OC01856,Proveedor D,SKU00251,2024-11-13,2024-12-09,153,8180.47
OC01857,Proveedor E,SKU00169,2023-11-19,2023-12-26,386,5969.41
OC01858,Proveedor J,SKU00399,2025-05-10,2025-07-03,310,44559.09
OC01859,Proveedor C,SKU00505,2023-11-25,2023-12-07,35,37736.34
OC01860,Proveedor D,SKU00290,2025-05-21,2025-06-14,153,16361.44
OC01861,Proveedor B,SKU00038,2026-02-10,2026-03-29,192,29131.72
OC01862,Proveedor G,SKU00771,2024-01-27,2024-02-23,21,36449.76
OC01863,Proveedor B,SKU00163,2026-07-02,2026-08-14,192,41213.62
OC01864,Proveedor G,SKU00641,2025-08-20,2025-09-18,21,44405.93
